gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,description,Regulation
ENSMUSG00000026536,82.4310502,0.17058902,0.268721813,0.634816421,0.525548152,0.888065079,Ifi211,interferon activated gene 211 [Source:MGI Symbol;Acc:MGI:3041120],Not Significant
ENSMUSG00000000686,30.61651665,-0.275778335,0.434450625,-0.634774861,0.525575261,0.888065079,Abhd15,abhydrolase domain containing 15 [Source:MGI Symbol;Acc:MGI:1914727],Not Significant
ENSMUSG00000040364,11.47687534,-0.464661476,0.732278283,-0.634542204,0.525727033,0.888230594,Sec1,secretory blood group 1 [Source:MGI Symbol;Acc:MGI:1928893],Not Significant
ENSMUSG00000063334,374.380331,0.117350773,0.184971204,0.634427252,0.525802029,0.888266376,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]",Not Significant
ENSMUSG00000027166,103.2362687,-0.234249368,0.369350521,-0.634219677,0.525937468,0.888395033,Dnajc24,DnaJ heat shock protein family (Hsp40) member C24 [Source:MGI Symbol;Acc:MGI:1919522],Not Significant
ENSMUSG00000013419,1645.037416,-0.188940144,0.297944444,-0.63414555,0.525985838,0.888395033,Zfp651,zinc finger protein 651 [Source:MGI Symbol;Acc:MGI:2670992],Not Significant
ENSMUSG00000081739,18.5134403,0.439569094,0.693378688,0.633952416,0.526111877,0.888516988,Mdm4-ps,"transformed mouse 3T3 cell double minute 4, pseudogene [Source:MGI Symbol;Acc:MGI:2136991]",Not Significant
ENSMUSG00000034850,526.4446,0.941423538,1.486222212,0.633433904,0.52645033,0.888997616,Tmem127,transmembrane protein 127 [Source:MGI Symbol;Acc:MGI:1916720],Not Significant
ENSMUSG00000026662,287.4906086,0.233260824,0.368416478,0.633144383,0.526639361,0.889213569,Sephs1,selenophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:1923580],Not Significant
ENSMUSG00000026663,1476.052336,0.253700603,0.400744619,0.633073012,0.526685965,0.889213569,Atf6,activating transcription factor 6 [Source:MGI Symbol;Acc:MGI:1926157],Not Significant
ENSMUSG00000026571,1067.258849,-0.224949321,0.3555614,-0.632659567,0.526955979,0.889501032,Dcaf6,DDB1 and CUL4 associated factor 6 [Source:MGI Symbol;Acc:MGI:1921356],Not Significant
ENSMUSG00000043872,92.2164197,0.314686025,0.497439576,0.632611557,0.526987338,0.889501032,Zmym1,"zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]",Not Significant
ENSMUSG00000004996,140.4211091,-0.150356276,0.237693098,-0.632564755,0.527017909,0.889501032,Mri1,methylthioribose-1-phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:1915123],Not Significant
ENSMUSG00000066637,211.7138216,-0.225670687,0.35685705,-0.632383996,0.527135989,0.889587761,Ttc32,tetratricopeptide repeat domain 32 [Source:MGI Symbol;Acc:MGI:1922766],Not Significant
ENSMUSG00000022940,582.2651358,-0.142981965,0.226122407,-0.632321081,0.527177091,0.889587761,Pigp,"phosphatidylinositol glycan anchor biosynthesis, class P [Source:MGI Symbol;Acc:MGI:1860433]",Not Significant
ENSMUSG00000061724,238.0738479,0.14342326,0.22687948,0.632156153,0.527284845,0.889678632,Gm2423,predicted gene 2423 [Source:MGI Symbol;Acc:MGI:3805957],Not Significant
ENSMUSG00000024986,156.1744202,0.33169435,0.524889427,0.631931857,0.527431406,0.889746429,Hhex,hematopoietically expressed homeobox [Source:MGI Symbol;Acc:MGI:96086],Not Significant
ENSMUSG00000050079,223.599432,0.120938035,0.191378951,0.631929659,0.527432842,0.889746429,Rspry1,ring finger and SPRY domain containing 1 [Source:MGI Symbol;Acc:MGI:1914860],Not Significant
ENSMUSG00000005774,97.98668862,0.412362982,0.652740335,0.631741229,0.527555983,0.889816815,Rfx5,"regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]",Not Significant
ENSMUSG00000030088,75.23178799,-0.235562611,0.372920097,-0.631670464,0.527602232,0.889816815,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1 [Source:MGI Symbol;Acc:MGI:1340024]",Not Significant
ENSMUSG00000035948,24.01058703,0.474889405,0.751922666,0.631566818,0.527669975,0.889816815,Acss3,acyl-CoA synthetase short-chain family member 3 [Source:MGI Symbol;Acc:MGI:2685720],Not Significant
ENSMUSG00000022536,1102.882225,-0.087956361,0.139290043,-0.631461942,0.527738526,0.889816815,Glyr1,glyoxylate reductase 1 homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1921272],Not Significant
ENSMUSG00000035007,383.9384326,0.118103793,0.187034859,0.631453375,0.527744126,0.889816815,Rundc1,RUN domain containing 1 [Source:MGI Symbol;Acc:MGI:2144506],Not Significant
ENSMUSG00000038437,1811.336375,0.189749558,0.300615305,0.631203915,0.527907202,0.889872308,Mllt6,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6 [Source:MGI Symbol;Acc:MGI:1935145]",Not Significant
ENSMUSG00000082988,27.04629647,-0.319902405,0.506845545,-0.631163494,0.527933629,0.889872308,Gm5903,predicted gene 5903 [Source:MGI Symbol;Acc:MGI:3644470],Not Significant
ENSMUSG00000022671,186.1389044,-0.175984658,0.278855333,-0.631096619,0.527977352,0.889872308,Mzt2,mitotic spindle organizing protein 2 [Source:MGI Symbol;Acc:MGI:1922845],Not Significant
ENSMUSG00000024803,13464.21142,0.21307439,0.337663537,0.631025761,0.528023681,0.889872308,Ankrd1,ankyrin repeat domain 1 (cardiac muscle) [Source:MGI Symbol;Acc:MGI:1097717],Not Significant
ENSMUSG00000029190,1415.657513,-0.218228464,0.345850533,-0.630990685,0.528046615,0.889872308,D5Ertd579e,"DNA segment, Chr 5, ERATO Doi 579, expressed [Source:MGI Symbol;Acc:MGI:1261849]",Not Significant
ENSMUSG00000054545,22.43823959,0.769904398,1.22115383,0.630472901,0.528385227,0.89006333,Ugt1a6a,"UDP glucuronosyltransferase 1 family, polypeptide A6A [Source:MGI Symbol;Acc:MGI:2137698]",Not Significant
ENSMUSG00000027598,594.2567026,0.15561463,0.246845199,0.63041384,0.528423858,0.89006333,Itch,"itchy, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1202301]",Not Significant
ENSMUSG00000031925,174.0627655,-0.259910701,0.412291036,-0.630405899,0.528429052,0.89006333,Maml2,mastermind like transcriptional coactivator 2 [Source:MGI Symbol;Acc:MGI:2389460],Not Significant
ENSMUSG00000107481,54.75606996,0.205883175,0.326641888,0.630302429,0.528496734,0.89006333,4833403J16Rik,RIKEN cDNA 4833403J16 gene [Source:MGI Symbol;Acc:MGI:1921153],Not Significant
ENSMUSG00000054836,56.62416722,0.306243036,0.485892258,0.630269429,0.528518321,0.89006333,Elp6,elongator acetyltransferase complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919349],Not Significant
ENSMUSG00000040883,729.4442612,-0.177206749,0.281208511,-0.630161399,0.528588992,0.89006333,Tmem205,transmembrane protein 205 [Source:MGI Symbol;Acc:MGI:3045495],Not Significant
ENSMUSG00000006057,5838.268485,-0.26247427,0.416524474,-0.630153294,0.528594294,0.89006333,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) [Source:MGI Symbol;Acc:MGI:107653]",Not Significant
ENSMUSG00000028797,920.5970394,0.189661593,0.300992593,0.630120464,0.528615772,0.89006333,Tmem234,transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049],Not Significant
ENSMUSG00000054942,201.2983432,0.206838296,0.328348566,0.629935127,0.528737029,0.89006333,Miga1,mitoguardin 1 [Source:MGI Symbol;Acc:MGI:1924567],Not Significant
ENSMUSG00000020744,418.7793305,-0.118497092,0.188116407,-0.629913643,0.528751086,0.89006333,Slc25a19,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 [Source:MGI Symbol;Acc:MGI:1914533]",Not Significant
ENSMUSG00000067377,194.2301302,-0.149784057,0.237786264,-0.629910469,0.528753163,0.89006333,Tspan6,tetraspanin 6 [Source:MGI Symbol;Acc:MGI:1926264],Not Significant
ENSMUSG00000018677,1292.221878,-0.161103368,0.255835519,-0.629714628,0.52888131,0.890188255,Slc25a39,"solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]",Not Significant
ENSMUSG00000111389,16.58788372,-0.521317311,0.828114225,-0.629523434,0.529006432,0.890244107,Gm39465,"predicted gene, 39465 [Source:MGI Symbol;Acc:MGI:5622350]",Not Significant
ENSMUSG00000045252,244.4656281,-0.146869068,0.233358196,-0.6293718,0.529105676,0.890244107,Zfp574,zinc finger protein 574 [Source:MGI Symbol;Acc:MGI:2442951],Not Significant
ENSMUSG00000030339,723.7145678,0.195184087,0.310136299,0.629349377,0.529120352,0.890244107,Ltbr,lymphotoxin B receptor [Source:MGI Symbol;Acc:MGI:104875],Not Significant
ENSMUSG00000049477,8.492063989,0.46233522,0.734641743,0.629334262,0.529130245,0.890244107,Gm8508,predicted gene 8508 [Source:MGI Symbol;Acc:MGI:3643536],Not Significant
ENSMUSG00000027185,306.1681825,0.120829497,0.192061775,0.629117881,0.529271885,0.890342431,Nat10,N-acetyltransferase 10 [Source:MGI Symbol;Acc:MGI:2138939],Not Significant
ENSMUSG00000040410,165.1566626,-0.156489091,0.24876534,-0.629063082,0.529307758,0.890342431,Fbxl4,F-box and leucine-rich repeat protein 4 [Source:MGI Symbol;Acc:MGI:2140367],Not Significant
ENSMUSG00000118038,26.31848865,-0.283492587,0.450715748,-0.628983097,0.529360122,0.890342431,Gm9895,predicted gene 9895 [Source:MGI Symbol;Acc:MGI:3642802],Not Significant
ENSMUSG00000019731,1151.236511,-0.205910774,0.327469352,-0.628794031,0.529483908,0.890342431,Slc35e1,"solute carrier family 35, member E1 [Source:MGI Symbol;Acc:MGI:2142403]",Not Significant
ENSMUSG00000045594,351.4270123,0.161019615,0.256077619,0.628792222,0.529485092,0.890342431,Glb1,"galactosidase, beta 1 [Source:MGI Symbol;Acc:MGI:88151]",Not Significant
ENSMUSG00000019470,530.6974252,0.170050106,0.270457168,0.628750597,0.529512348,0.890342431,Xab2,XPA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914689],Not Significant
ENSMUSG00000078812,4554.481365,0.13894115,0.221048464,0.628555147,0.529640332,0.890394769,Eif5a,eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248],Not Significant
ENSMUSG00000046351,247.7928663,-0.282200268,0.448978639,-0.628538294,0.529651369,0.890394769,Zfp322a,zinc finger protein 322A [Source:MGI Symbol;Acc:MGI:2442566],Not Significant
ENSMUSG00000031458,164.450534,-0.171201704,0.272523512,-0.628208928,0.529867082,0.890645919,Coprs,"coordinator of PRMT5, differentiation stimulator [Source:MGI Symbol;Acc:MGI:1913673]",Not Significant
ENSMUSG00000036768,29.00663803,0.498137632,0.793029172,0.628145407,0.52990869,0.890645919,Kif15,kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258],Not Significant
ENSMUSG00000020122,184.9335332,0.146472375,0.233302607,0.627821424,0.53012093,0.890852986,Egfr,epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294],Not Significant
ENSMUSG00000028402,711.0985498,-0.172749545,0.275184618,-0.627758723,0.53016201,0.890852986,Mpdz,multiple PDZ domain crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1343489],Not Significant
ENSMUSG00000029466,720.7071524,-0.148866113,0.237157397,-0.627710184,0.530193813,0.890852986,Anapc7,anaphase promoting complex subunit 7 [Source:MGI Symbol;Acc:MGI:1929711],Not Significant
ENSMUSG00000019966,1522.327005,-0.259761209,0.41397646,-0.627478212,0.530345814,0.891017677,Kitl,kit ligand [Source:MGI Symbol;Acc:MGI:96974],Not Significant
ENSMUSG00000029859,9.722109746,0.425105551,0.677755894,0.627225163,0.530511651,0.891205578,Epha1,Eph receptor A1 [Source:MGI Symbol;Acc:MGI:107381],Not Significant
ENSMUSG00000035171,67.71127676,0.183630113,0.292912158,0.626911886,0.530716996,0.891414158,1110059E24Rik,RIKEN cDNA 1110059E24 gene [Source:MGI Symbol;Acc:MGI:1913456],Not Significant
ENSMUSG00000057572,151.8305743,0.247307011,0.394510243,0.62687095,0.530743831,0.891414158,Zbtb8os,zinc finger and BTB domain containing 8 opposite strand [Source:MGI Symbol;Acc:MGI:1914356],Not Significant
ENSMUSG00000043019,357.3946932,0.236830356,0.377885724,0.626724803,0.530839643,0.891435011,Edem3,"ER degradation enhancer, mannosidase alpha-like 3 [Source:MGI Symbol;Acc:MGI:1914217]",Not Significant
ENSMUSG00000047643,19.16066189,-0.462903305,0.73883698,-0.626529691,0.530967568,0.891435011,Gm5454,predicted gene 5454 [Source:MGI Symbol;Acc:MGI:3648286],Not Significant
ENSMUSG00000019428,1906.192622,0.107474954,0.171600351,0.626309643,0.531111862,0.891435011,Fkbp8,FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070],Not Significant
ENSMUSG00000048794,24.18016296,-0.294852642,0.470897716,-0.626150079,0.531216507,0.891435011,Cfap100,cilia and flagella associated protein 100 [Source:MGI Symbol;Acc:MGI:2141635],Not Significant
ENSMUSG00000000378,533.3272412,0.178547134,0.28516324,0.626122545,0.531234566,0.891435011,Ccm2,cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924],Not Significant
ENSMUSG00000025086,106.4672392,-0.162698529,0.259860172,-0.626100291,0.531249161,0.891435011,Trub1,TruB pseudouridine (psi) synthase family member 1 [Source:MGI Symbol;Acc:MGI:1919383],Not Significant
ENSMUSG00000046721,2498.848478,0.126137495,0.201506993,0.625970806,0.53133409,0.891435011,Rpl14-ps1,"ribosomal protein L14, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3710579]",Not Significant
ENSMUSG00000024592,272.9537046,-0.216655682,0.34611454,-0.625965272,0.53133772,0.891435011,C330018D20Rik,RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672],Not Significant
ENSMUSG00000060950,84.31688528,0.184049753,0.294028026,0.625959898,0.531341245,0.891435011,Trmt61a,tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487],Not Significant
ENSMUSG00000047554,243.5741888,0.23211548,0.370837963,0.62592157,0.531366386,0.891435011,Tmem41b,transmembrane protein 41B [Source:MGI Symbol;Acc:MGI:1289225],Not Significant
ENSMUSG00000062309,26.1246041,0.396989835,0.634292109,0.625878564,0.531394596,0.891435011,Rpp25,ribonuclease P/MRP 25 subunit [Source:MGI Symbol;Acc:MGI:2143151],Not Significant
ENSMUSG00000054263,940.0187967,-0.417190751,0.66658407,-0.625863668,0.531404367,0.891435011,Lifr,LIF receptor alpha [Source:MGI Symbol;Acc:MGI:96788],Not Significant
ENSMUSG00000038462,15521.68721,-0.261239658,0.417566037,-0.625624774,0.531561085,0.891607288,Uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:MGI Symbol;Acc:MGI:1913944]",Not Significant
ENSMUSG00000079243,3692.058687,0.172533104,0.275817736,0.625533029,0.531621278,0.891617639,Xirp1,xin actin-binding repeat containing 1 [Source:MGI Symbol;Acc:MGI:1333878],Not Significant
ENSMUSG00000105139,15.22415272,0.372426843,0.595583861,0.62531386,0.531765085,0.891762622,Gm19391,"predicted gene, 19391 [Source:MGI Symbol;Acc:MGI:5011576]",Not Significant
ENSMUSG00000033499,663.3594084,0.338732141,0.541801194,0.625196373,0.531842182,0.891762622,Larp4b,"La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]",Not Significant
ENSMUSG00000027253,173.224915,-0.285847733,0.457317726,-0.625052818,0.531936393,0.891762622,Lrp4,low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252],Not Significant
ENSMUSG00000031924,818.1668224,-0.102375743,0.163805884,-0.624982084,0.531982817,0.891762622,Cyb5b,cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677],Not Significant
ENSMUSG00000117254,21.32179903,-0.356901937,0.571111693,-0.624924934,0.532020327,0.891762622,Gm34567,"predicted gene, 34567 [Source:MGI Symbol;Acc:MGI:5593726]",Not Significant
ENSMUSG00000020393,1858.347164,-0.235061298,0.376153869,-0.624907299,0.532031902,0.891762622,Kremen1,kringle containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1933988],Not Significant
ENSMUSG00000043484,24.0253859,0.257967529,0.412996175,0.624624499,0.532217537,0.891937784,Gm5867,predicted gene 5867 [Source:MGI Symbol;Acc:MGI:3644922],Not Significant
ENSMUSG00000092981,58.33349785,-0.259867695,0.416065612,-0.624583448,0.532244486,0.891937784,Mir5125,microRNA 5125 [Source:MGI Symbol;Acc:MGI:4950450],Not Significant
ENSMUSG00000018572,416.9128055,0.20644289,0.330580759,0.624485499,0.532308791,0.891954984,Phf23,PHD finger protein 23 [Source:MGI Symbol;Acc:MGI:1925496],Not Significant
ENSMUSG00000026546,10.8259838,0.381613394,0.61189417,0.623659144,0.53285146,0.892464188,Cfap45,cilia and flagella associated protein 45 [Source:MGI Symbol;Acc:MGI:1919120],Not Significant
ENSMUSG00000023027,446.9440092,0.178277059,0.28587536,0.623618136,0.532878397,0.892464188,Atf1,activating transcription factor 1 [Source:MGI Symbol;Acc:MGI:1298366],Not Significant
ENSMUSG00000049225,404.1279654,0.159786736,0.256227709,0.623612239,0.532882271,0.892464188,Pdp1,pyruvate dehydrogenase phosphatase catalytic subunit 1 [Source:MGI Symbol;Acc:MGI:2685870],Not Significant
ENSMUSG00000070808,249.5735476,0.219859835,0.352660306,0.623432328,0.533000459,0.892464188,Bicra,BRD4 interacting chromatin remodeling complex associated protein [Source:MGI Symbol;Acc:MGI:2154263],Not Significant
ENSMUSG00000021276,287.2042322,-0.122554664,0.196594502,-0.623388052,0.533029548,0.892464188,Cinp,cyclin-dependent kinase 2 interacting protein [Source:MGI Symbol;Acc:MGI:1914486],Not Significant
ENSMUSG00000072872,99.40003455,-0.174192327,0.279495123,-0.623239238,0.53312732,0.892464188,Rybp,RING1 and YY1 binding protein [Source:MGI Symbol;Acc:MGI:1929059],Not Significant
ENSMUSG00000043207,544.3936039,0.142814508,0.229176929,0.623162676,0.533177626,0.892464188,Zmpste24,"zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]",Not Significant
ENSMUSG00000038276,15.90835355,0.580773089,0.93209807,0.623081528,0.533230948,0.892464188,Asic3,acid-sensing (proton-gated) ion channel 3 [Source:MGI Symbol;Acc:MGI:2159339],Not Significant
ENSMUSG00000046999,6.942927354,0.515193316,0.826945429,0.623007635,0.533279504,0.892464188,1110032F04Rik,RIKEN cDNA 1110032F04 gene [Source:MGI Symbol;Acc:MGI:1915975],Not Significant
ENSMUSG00000022617,588.9064426,-0.206866732,0.332057992,-0.622983747,0.533295203,0.892464188,Chkb,choline kinase beta [Source:MGI Symbol;Acc:MGI:1328313],Not Significant
ENSMUSG00000021178,2177.188332,-0.127077134,0.204043017,-0.622795801,0.533418718,0.892464188,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]",Not Significant
ENSMUSG00000068762,24.89385167,0.320662473,0.515118316,0.622502565,0.533611458,0.892464188,Gstm6,"glutathione S-transferase, mu 6 [Source:MGI Symbol;Acc:MGI:1309467]",Not Significant
ENSMUSG00000031819,397.6421427,0.105775758,0.169922527,0.622494026,0.53361707,0.892464188,Emc8,ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095],Not Significant
ENSMUSG00000002808,331.8959201,-0.326223416,0.524064446,-0.622487213,0.53362155,0.892464188,Epdr1,ependymin related protein 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:2145369],Not Significant
ENSMUSG00000086229,13.22255092,0.366783832,0.589253267,0.622455322,0.533642513,0.892464188,Gm4887,predicted gene 4887 [Source:MGI Symbol;Acc:MGI:3645730],Not Significant
ENSMUSG00000109673,10.86724557,0.553563428,0.889414638,0.622390733,0.533684973,0.892464188,Gm9712,predicted gene 9712 [Source:MGI Symbol;Acc:MGI:3780120],Not Significant
ENSMUSG00000035967,311.7913963,0.252525725,0.405749133,0.622369106,0.53369919,0.892464188,Ints6l,integrator complex subunit 6 like [Source:MGI Symbol;Acc:MGI:2442593],Not Significant
ENSMUSG00000083623,9.679805189,-0.455042989,0.731156492,-0.622360594,0.533704786,0.892464188,Gm7224,predicted gene 7224 [Source:MGI Symbol;Acc:MGI:3647435],Not Significant
ENSMUSG00000048763,12.10220108,-0.509255772,0.818296633,-0.622336389,0.533720698,0.892464188,Hoxb3,homeobox B3 [Source:MGI Symbol;Acc:MGI:96184],Not Significant
ENSMUSG00000027663,200.9357211,0.156464962,0.251481629,0.622172534,0.533828424,0.892464188,Zmat3,zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270],Not Significant
ENSMUSG00000024242,660.7024516,-0.143875502,0.231302708,-0.622022557,0.533927036,0.892464188,Map4k3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405],Not Significant
ENSMUSG00000115026,12.48011256,0.354655961,0.570248144,0.621932688,0.53398613,0.892464188,Gm49041,"predicted gene, 49041 [Source:MGI Symbol;Acc:MGI:6118414]",Not Significant
ENSMUSG00000022698,697.5663218,-0.216801924,0.348597591,-0.621926054,0.533990492,0.892464188,Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:MGI Symbol;Acc:MGI:1919367]",Not Significant
ENSMUSG00000047347,36.49809869,0.242596694,0.390086342,0.621905122,0.534004257,0.892464188,Tdg-ps,"thymine DNA glycosylase, pseudogene [Source:MGI Symbol;Acc:MGI:3645587]",Not Significant
ENSMUSG00000022610,573.7749415,-0.162852564,0.261861697,-0.621902958,0.53400568,0.892464188,Mapk12,mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438],Not Significant
ENSMUSG00000024661,15983.10651,0.167983989,0.270130944,0.621861334,0.534033052,0.892464188,Fth1,ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588],Not Significant
ENSMUSG00000026389,768.2161967,0.120643565,0.19404347,0.621734732,0.534116309,0.892464188,Steap3,STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678],Not Significant
ENSMUSG00000027078,250.2709598,-0.325581728,0.523679936,-0.621718927,0.534126704,0.892464188,Ube2l6,ubiquitin-conjugating enzyme E2L 6 [Source:MGI Symbol;Acc:MGI:1914500],Not Significant
ENSMUSG00000054091,688.1464785,0.139391514,0.22426829,0.621539115,0.534244967,0.892571432,1810037I17Rik,RIKEN cDNA 1810037I17 gene [Source:MGI Symbol;Acc:MGI:1914954],Not Significant
ENSMUSG00000024937,4019.764977,0.10541726,0.169671462,0.621302243,0.534400778,0.892684756,Ehbp1l1,EH domain binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:3612340],Not Significant
ENSMUSG00000040710,341.713125,-0.23674969,0.381141384,-0.621159759,0.534494513,0.892684756,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:106018]",Not Significant
ENSMUSG00000028689,81.94775468,0.254388236,0.409552265,0.621137416,0.534509213,0.892684756,Ccdc163,coiled-coil domain containing 163 [Source:MGI Symbol;Acc:MGI:1915644],Not Significant
ENSMUSG00000055762,2218.041046,0.135506319,0.218168997,0.621107129,0.534529139,0.892684756,Eef1d,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:MGI Symbol;Acc:MGI:1913906],Not Significant
ENSMUSG00000053436,293.8967053,0.271462153,0.437143098,0.620991512,0.534605208,0.892721464,Mapk14,mitogen-activated protein kinase 14 [Source:MGI Symbol;Acc:MGI:1346865],Not Significant
ENSMUSG00000071653,115.942907,0.194069232,0.312656157,0.62071137,0.534789547,0.892938945,1810009A15Rik,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],Not Significant
ENSMUSG00000034168,704.0743021,-0.156356756,0.251976724,-0.620520632,0.534915075,0.893058195,Irf2bpl,interferon regulatory factor 2 binding protein-like [Source:MGI Symbol;Acc:MGI:2442463],Not Significant
ENSMUSG00000029462,762.4254911,0.134919601,0.217506443,0.620301629,0.535059223,0.89314652,Vps29,VPS29 retromer complex component [Source:MGI Symbol;Acc:MGI:1928344],Not Significant
ENSMUSG00000030079,289.9350327,0.121499547,0.195879868,0.620275827,0.535076207,0.89314652,Ruvbl1,RuvB-like protein 1 [Source:MGI Symbol;Acc:MGI:1928760],Not Significant
ENSMUSG00000031774,423.4063678,0.120041737,0.193586894,0.620092274,0.535197038,0.8932131,Psme3ip1,proteasome activator subunit 3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1919637],Not Significant
ENSMUSG00000028465,3942.911045,0.149042541,0.240371492,0.62005082,0.535224329,0.8932131,Tln1,talin 1 [Source:MGI Symbol;Acc:MGI:1099832],Not Significant
ENSMUSG00000021810,476.1064796,-0.205728378,0.331985354,-0.619691128,0.535461158,0.893298866,Ecd,ecdysoneless cell cycle regulator [Source:MGI Symbol;Acc:MGI:1917851],Not Significant
ENSMUSG00000032285,2351.017321,0.214829438,0.346736843,0.619574879,0.53553771,0.893298866,Dnaja4,DnaJ heat shock protein family (Hsp40) member A4 [Source:MGI Symbol;Acc:MGI:1927638],Not Significant
ENSMUSG00000062896,117.4966394,0.283679613,0.457872608,0.619560132,0.535547421,0.893298866,Rpl31-ps11,"ribosomal protein L31, pseudogene 11 [Source:MGI Symbol;Acc:MGI:3646595]",Not Significant
ENSMUSG00000032507,17.44599822,0.320791546,0.517938016,0.619362813,0.535677373,0.893298866,Fbxl2,F-box and leucine-rich repeat protein 2 [Source:MGI Symbol;Acc:MGI:1919429],Not Significant
ENSMUSG00000010660,525.0779949,0.117380249,0.189519123,0.619358337,0.535680321,0.893298866,Plcd1,"phospholipase C, delta 1 [Source:MGI Symbol;Acc:MGI:97614]",Not Significant
ENSMUSG00000036151,28.15428586,0.241059747,0.389281236,0.619243172,0.535756175,0.893298866,Tm6sf2,transmembrane 6 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1933210],Not Significant
ENSMUSG00000020456,28033.6298,-0.285764985,0.461550934,-0.619140735,0.53582365,0.893298866,Ogdh,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:MGI Symbol;Acc:MGI:1098267],Not Significant
ENSMUSG00000026577,318.7623964,0.152801455,0.2468015,0.619126931,0.535832743,0.893298866,Blzf1,basic leucine zipper nuclear factor 1 [Source:MGI Symbol;Acc:MGI:1201607],Not Significant
ENSMUSG00000037017,226.022829,-0.29861273,0.482352894,-0.619075233,0.535866799,0.893298866,Zscan21,zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182],Not Significant
ENSMUSG00000057886,109.6610295,-0.230689914,0.37271681,-0.618941534,0.535954876,0.893298866,Cbx3-ps6,"chromobox 3, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3646710]",Not Significant
ENSMUSG00000106499,7.174975916,-0.584682018,0.944651412,-0.618939442,0.535956254,0.893298866,Gm9403,predicted gene 9403 [Source:MGI Symbol;Acc:MGI:3648825],Not Significant
ENSMUSG00000037921,183.8245758,0.418087195,0.675527553,0.618904727,0.535979125,0.893298866,Ddx60,DExD/H box helicase 60 [Source:MGI Symbol;Acc:MGI:2384570],Not Significant
ENSMUSG00000028228,433.8116368,0.157220145,0.254120148,0.618684297,0.536124357,0.893298866,Cpne3,copine III [Source:MGI Symbol;Acc:MGI:1917818],Not Significant
