Gene_ID,Gene_symbol,Description,T1,T2,T3,C1,C2,C3,FC,log2FC,pValue,FDR,significance
498,ATP5F1A,ATP synthase F1 subunit alpha,112.8475,93.7539,105.7827,88.0962,130.3875,98.9789,0.98400284,-0.023265615,0.911108053,0.998814086,Stable
501,ALDH7A1,aldehyde dehydrogenase 7 family member A1,4.9195,5.2546,5.4456,4.5778,5.6691,6.8,0.916278033,-0.126142663,0.538936319,0.946044847,Stable
506,ATP5F1B,ATP synthase F1 subunit beta,111.3229,143.5984,104.2948,145.2126,133.093,154.696,0.829595318,-0.269520343,0.168813864,0.938881762,Stable
509,ATP5F1C,ATP synthase F1 subunit gamma,45.3651,30.2935,36.3579,35.4552,45.4624,27.077,1.037241677,0.052752081,0.855447049,0.998814086,Stable
513,ATP5F1D,ATP synthase F1 subunit delta,11.6421,12.6799,29.9432,13.4786,31.9081,13.4286,0.922637477,-0.1161642,0.867798239,0.998814086,Stable
514,ATP5F1E,ATP synthase F1 subunit epsilon,11.8596,0.00012,12.0058,11.5504,13.9217,13.0987,0.618745787,-0.692581298,0.342570826,0.938881762,Stable
515,ATP5PB,ATP synthase peripheral stalk-membrane subunit b,15.1708,21.1304,11.8879,17.0515,14.4458,14.1409,1.055893966,0.078464965,0.789403655,0.993479322,Stable
521,ATP5ME,ATP synthase membrane subunit e,32.8218,60.0616,74.6034,90.2441,72.3749,53.427,0.775236755,-0.367291122,0.375710439,0.938881762,Stable
522,ATP5PF,ATP synthase peripheral stalk subunit F6,15.2069,5.3254,7.602,8.5471,5.7951,14.3332,0.981130167,-0.027483542,0.965442959,0.998814086,Stable
523,ATP6V1A,ATPase H+ transporting V1 subunit A,25.5399,22.9956,24.5158,23.9687,26.2811,26.3132,0.954133197,-0.067737414,0.336278969,0.938881762,Stable
525,ATP6V1B1,ATPase H+ transporting V1 subunit B1,1.0817,1.0184,1.1162,1.2643,0.9397,1.1318,0.964176509,-0.052630814,0.719563,0.978748126,Stable
526,ATP6V1B2,ATPase H+ transporting V1 subunit B2,16.8203,12.203,10.8386,13.6691,14.9686,11.3923,0.99580065,-0.006071138,0.980196047,0.998814086,Stable
527,ATP6V0C,ATPase H+ transporting V0 subunit c,13.2494,22.8081,37.3811,27.2941,22.1849,20.0042,1.056925991,0.079874358,0.87164979,0.998814086,Stable
528,ATP6V1C1,ATPase H+ transporting V1 subunit C1,13.4143,4.7282,7.3417,8.5747,9.4412,4.703,1.121718041,0.165710081,0.774650377,0.992752862,Stable
529,ATP6V1E1,ATPase H+ transporting V1 subunit E1,9.4439,5.0487,10.9164,6.8465,7.0721,8.2446,1.146449971,0.1971734,0.605802709,0.960883428,Stable
535,ATP6V0A1,ATPase H+ transporting V0 subunit a1,2.7749,2.4758,1.0637,2.1451,1.5167,3.0744,0.937383094,-0.093289319,0.849789858,0.998814086,Stable
537,ATP6AP1,ATPase H+ transporting accessory protein 1,2.7432,2.6315,3.1369,2.0362,1.2311,1.7514,1.695977046,0.762116644,0.019580655,0.938881762,Stable
539,ATP5PO,ATP synthase peripheral stalk subunit OSCP,12.9099,11.217,15.2695,5.2861,10.0418,41.0574,0.698699838,-0.517255288,0.664434129,0.970311427,Stable
546,ATRX,ATRX chromatin remodeler,0.4266,0.7611,1.0381,0.7707,0.1295,0.4595,1.636978745,0.71103559,0.322582474,0.938881762,Stable
547,KIF1A,kinesin family member 1A,0.0715,0.0519,0.2754,0.0773,0.4124,0.0767,0.704096045,-0.506155856,0.698942349,0.975447015,Stable
550,AUP1,AUP1 lipid droplet regulating VLDL assembly factor,0.6766,0.6532,1.4865,0.7917,2.0038,1.7537,0.619075881,-0.69181184,0.282831036,0.938881762,Stable
558,AXL,AXL receptor tyrosine kinase,4.2475,1.7475,4.1824,0.4629,3.3945,5.4673,1.091445301,0.12623983,0.87505669,0.998814086,Stable
567,B2M,beta-2-microglobulin,59.5685,64.2672,35.5052,56.8893,15.369,16.3075,1.799124493,0.847295019,0.233131966,0.938881762,Stable
572,BAD,BCL2 associated agonist of cell death,0.829,0.7397,1.5222,0.3974,1.5243,1.6392,0.868010896,-0.204214942,0.757189489,0.988661054,Stable
581,BAX,"BCL2 associated X, apoptosis regulator",13.6119,17.1047,18.8352,10.8913,18.6856,16.0916,1.085032353,0.117738061,0.666672973,0.971230762,Stable
586,BCAT1,branched chain amino acid transaminase 1,2.0078,2.302,2.0471,1.8243,1.2537,2.2213,1.199573529,0.262521591,0.336504239,0.938881762,Stable
587,BCAT2,branched chain amino acid transaminase 2,5.6985,5.8824,5.3207,4.7975,4.8352,7.7766,0.970837426,-0.042698369,0.880510701,0.998814086,Stable
593,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha,0.7381,0.2826,0.5013,0.545,0.6865,1.4906,0.559127144,-0.838751708,0.30960376,0.938881762,Stable
594,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,1.0878,0.0561,1.5149,0.6334,1.3214,1.5412,0.760526316,-0.394929926,0.619761581,0.962753944,Stable
613,BCR,BCR activator of RhoGEF and GTPase,1.1119,0.9145,1.3596,0.368,1.3488,1.364,1.099065178,0.136276945,0.795057844,0.994346677,Stable
617,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",1.5724,2.7142,4.7143,4.1106,4.3769,3.9884,0.721462981,-0.471002725,0.333932496,0.938881762,Stable
636,BICD1,BICD cargo adaptor 1,0.1444,0.2537,0.3255,0.1437,0.3491,0.3593,0.849196104,-0.235830343,0.652984832,0.968434639,Stable
637,BID,BH3 interacting domain death agonist,5.4001,2.8666,3.1114,7.7328,6.4013,3.3518,0.650701422,-0.619932388,0.265985223,0.938881762,Stable
642,BLMH,bleomycin hydrolase,9.2545,5.6059,11.7412,3.6086,6.4698,9.5191,1.357397627,0.440843396,0.397652506,0.938881762,Stable
644,BLVRA,biliverdin reductase A,9.1473,10.7784,15.4429,12.2178,9.514,12.5534,1.031599641,0.044883176,0.875523685,0.998814086,Stable
645,BLVRB,biliverdin reductase B,32.4932,30.8107,20.0889,19.4002,21.382,26.9614,1.231006324,0.299838173,0.324764223,0.938881762,Stable
660,BMX,BMX non-receptor tyrosine kinase,0.1211,0.2429,3.4105,0.1283,0.6862,1.5752,1.579486965,0.659456031,0.720228258,0.978748126,Stable
661,POLR3D,RNA polymerase III subunit D,0.2513,0.4175,0.0877,0.5,0.00012,0.8184,0.573749355,-0.801507467,0.524849863,0.945734529,Stable
662,BNIP1,BCL2 interacting protein 1,1.8114,1.8815,15.5185,4.3167,2.6086,11.4482,1.045603723,0.064336183,0.961048005,0.998814086,Stable
663,BNIP2,BCL2 interacting protein 2,2.3029,2.3683,1.4354,2.2453,0.8891,2.5479,1.074670468,0.103894346,0.825517528,0.995628869,Stable
665,BNIP3L,BCL2 interacting protein 3 like,0.00012,0.00012,0.00012,0.3819,0.00012,0.00012,0.000942063,-10.05188866,0.422649731,0.938881762,Stable
666,BOK,BCL2 family apoptosis regulator BOK,0.00012,0.5161,0.279,0.6012,0.4459,0.00012,0.759362885,-0.397138609,0.738203931,0.982873183,Stable
667,DST,dystonin,1.3093,0.9399,1.3142,0.665,1.5631,2.0819,0.826774942,-0.274433431,0.614910408,0.962753944,Stable
669,BPGM,bisphosphoglycerate mutase,0.8527,1.1128,1.1887,1.1698,1.0534,0.8077,1.040680986,0.057527887,0.794291279,0.994192534,Stable
682,BSG,basigin (Ok blood group),9.1377,16.2752,19.2173,17.0394,18.0774,22.033,0.780933617,-0.356728178,0.302956068,0.938881762,Stable
683,BST1,bone marrow stromal cell antigen 1,3.2522,3.0347,5.3246,1.8055,4.842,2.7051,1.24152642,0.312114963,0.552777948,0.948764177,Stable
684,BST2,bone marrow stromal cell antigen 2,1.4472,7.7817,2.9453,2.4175,7.2951,8.2543,0.677590458,-0.561514536,0.503730822,0.941010769,Stable
689,BTF3,basic transcription factor 3,11.9739,7.7782,12.1888,15.874,9.9952,11.763,0.848765153,-0.236562668,0.44950987,0.938881762,Stable
695,BTK,Bruton tyrosine kinase,0.1761,0.0363,0.1784,0.1266,0.00012,0.1135,1.626842061,0.702074197,0.463344795,0.938881762,Stable
705,BYSL,bystin like,3.6125,3.167,4.7128,3.0695,5.8386,5.5125,0.796936327,-0.327463633,0.39507293,0.938881762,Stable
706,TSPO,translocator protein,0.00012,0.00012,5.0947,2.4271,6.2757,0.00012,0.585428799,-0.772434378,0.655022617,0.968434639,Stable
708,C1QBP,complement C1q binding protein,125.0257,129.0775,133.2719,112.0617,142.2323,132.8824,1.000513203,0.000740205,0.994852637,0.998814086,Stable
718,C3,complement C3,0.00012,0.00012,0.00012,0.7861,0.00012,0.00012,0.000457817,-11.09294062,0.422649731,0.938881762,Stable
726,CAPN5,calpain 5,0.1101,0.00012,0.0888,0.1508,0.092,0.1123,0.560461842,-0.835311942,0.263320508,0.938881762,Stable
738,VPS51,VPS51 subunit of GARP complex,0.1521,0.4268,4.0677,0.3272,5.2287,0.4206,0.777478457,-0.363125394,0.840149958,0.998719185,Stable
740,MRPL49,mitochondrial ribosomal protein L49,4.3282,6.6141,4.4007,2.8932,8.4702,4.5825,0.962190908,-0.055604928,0.919243046,0.998814086,Stable
741,ZNHIT2,zinc finger HIT-type containing 2,0.2824,0.2374,0.6085,0.1842,0.00012,0.2317,2.712129225,1.43942592,0.172489853,0.938881762,Stable
754,PTTG1IP,PTTG1 interacting protein,0.00012,0.00012,9.9194,4.8712,11.9093,1.4047,0.545478741,-0.874405124,0.57568921,0.954719537,Stable
781,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,0.2644,0.1415,2.9069,0.5125,3.1307,0.6885,0.764780571,-0.386882222,0.797135478,0.995095472,Stable
788,SLC25A20,solute carrier family 25 member 20,0.9035,0.9116,1.0499,0.9195,1.2208,2.1911,0.661448954,-0.596298271,0.330233384,0.938881762,Stable
790,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",12.8601,7.4605,9.0576,5.6759,7.3216,6.4832,1.508066959,0.592700486,0.167655406,0.938881762,Stable
800,CALD1,caldesmon 1,14.1925,11.7699,8.2699,10.5639,11.9797,8.5594,1.100610874,0.138304487,0.633485788,0.967330209,Stable
801,CALM1,calmodulin 1,39.0673,41.506,50.7086,41.5184,66.5705,53.0472,0.814726805,-0.29561172,0.307408634,0.938881762,Stable
805,CALM2,calmodulin 2,39.0673,41.506,50.7086,41.5184,66.5705,53.0472,0.814726805,-0.29561172,0.307408634,0.938881762,Stable
808,CALM3,calmodulin 3,39.0673,41.506,50.7086,41.5184,66.5705,53.0472,0.814726805,-0.29561172,0.307408634,0.938881762,Stable
810,CALML3,calmodulin like 3,15.1629,18.6897,22.7038,4.573,32.581,22.5684,0.946988065,-0.078581852,0.911061377,0.998814086,Stable
811,CALR,calreticulin,252.2818,267.9941,242.7774,214.6954,237.1547,199.6139,1.171290048,0.228098377,0.055280785,0.938881762,Stable
813,CALU,calumenin,134.0568,132.5559,128.7339,118.9161,134.7702,84.5289,1.168920261,0.225176519,0.327381382,0.938881762,Stable
817,CAMK2D,calcium/calmodulin dependent protein kinase II delta,3.4665,6.8568,4.3665,1.189,3.3764,2.4609,2.090687844,1.063977673,0.112673733,0.938881762,Stable
818,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,3.0131,0.825,1.6641,1.224,2.1376,0.9281,1.282653799,0.359131825,0.618212772,0.962753944,Stable
821,CANX,calnexin,67.027,46.9413,69.5252,48.4779,63.788,49.7831,1.13233343,0.179298841,0.461415679,0.938881762,Stable
822,CAPG,"capping actin protein, gelsolin like",18.0922,16.1668,15.7633,12.913,15.2841,16.5375,1.118201571,0.161180277,0.250602566,0.938881762,Stable
823,CAPN1,calpain 1,23.4484,25.4758,29.7001,17.5854,35.4734,23.78,1.023236958,0.033140279,0.922767008,0.998814086,Stable
824,CAPN2,calpain 2,22.4386,33.5656,24.9821,28.3966,25.0586,25.8767,1.020854158,0.029776774,0.887715467,0.998814086,Stable
826,CAPNS1,calpain small subunit 1,27.9348,33.5126,53.4921,48.4306,44.4445,46.4634,0.824894053,-0.277719259,0.404750337,0.938881762,Stable
829,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,56.9433,63.8327,55.1342,80.1271,64.9146,37.0692,0.965950967,-0.049978137,0.886202049,0.998814086,Stable
830,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2,42.01,38.5813,42.9295,50.6209,43.2184,56.1983,0.823265635,-0.280570089,0.131477553,0.938881762,Stable
831,CAST,calpastatin,5.745,3.6342,3.5061,3.4669,2.9543,6.2952,1.013282061,0.019035824,0.9669323,0.998814086,Stable
832,CAPZB,capping actin protein of muscle Z-line subunit beta,131.6659,80.666,141.2304,255.8575,55.8025,66.0564,0.936052287,-0.095338975,0.914812557,0.998814086,Stable
833,CARS1,cysteinyl-tRNA synthetase 1,2.9202,5.571,4.3403,2.4961,3.9133,3.9299,1.241041463,0.311551317,0.418301154,0.938881762,Stable
834,CASP1,caspase 1,0.8753,0.6586,0.6958,0.2628,0.7914,0.8444,1.174391657,0.231913624,0.621932625,0.962753944,Stable
836,CASP3,caspase 3,16.2754,15.615,9.2693,13.0209,9.6278,14.117,1.119513568,0.162872014,0.610695927,0.961250483,Stable
837,CASP4,caspase 4,2.4763,3.4454,1.973,0.9931,1.7085,4.7064,1.065699244,0.091800346,0.903681828,0.998814086,Stable
838,CASP5,caspase 5,1.3114,1.3524,0.1117,0.1119,0.1338,1.2436,1.863627207,0.898113298,0.481322652,0.938881762,Stable
839,CASP6,caspase 6,7.3459,7.5649,8.8151,5.1176,5.5768,10.7299,1.107429414,0.147214747,0.715402759,0.978748126,Stable
840,CASP7,caspase 7,6.8582,2.5453,6.7214,5.9148,6.91,5.7022,0.870345982,-0.200339077,0.633264505,0.967330209,Stable
847,CAT,catalase,1.7789,2.228,2.988,0.8809,3.2508,2.795,1.009845958,0.014135241,0.979361045,0.998814086,Stable
857,CAV1,caveolin 1,41.9519,52.1476,43.2485,113.2562,87.4022,52.1044,0.543386922,-0.87994825,0.158324504,0.938881762,Stable
858,CAV2,caveolin 2,0.00012,0.3357,0.4625,0.4257,0.5948,0.5872,0.496560304,-1.009959162,0.180007749,0.938881762,Stable
859,CAV3,caveolin 3,0.00012,6.3501,6.9501,2.5854,9.2642,0.00012,1.122416395,0.166607987,0.898354616,0.998814086,Stable
865,CBFB,core-binding factor subunit beta,8.6716,5.8152,6.803,7.3679,3.2271,7.1051,1.202806764,0.266404886,0.49824698,0.941010769,Stable
867,CBL,Cbl proto-oncogene,0.2928,0.2833,0.5633,0.5205,0.5552,0.4244,0.759549363,-0.396784366,0.323026542,0.938881762,Stable
871,SERPINH1,serpin family H member 1,100.1266,81.5208,63.1315,78.8429,69.6124,88.2342,1.034177266,0.048483496,0.836276661,0.997332249,Stable
873,CBR1,carbonyl reductase 1,18.9794,25.0991,42.1678,23.241,35.8653,33.4308,0.932018617,-0.101569321,0.808199396,0.995095472,Stable
874,CBR3,carbonyl reductase 3,10.0135,11.3045,15.6467,6.9201,12.5506,12.5946,1.152794454,0.2051353,0.555630274,0.948764177,Stable
908,CCT6A,chaperonin containing TCP1 subunit 6A,54.5547,46.0745,52.5424,49.7555,44.11,52.0933,1.049416685,0.069587633,0.528636558,0.945940853,Stable
928,CD9,CD9 molecule,140.4848,107.3758,34.7003,103.047,63.7207,81.1591,1.139694862,0.188647613,0.755330548,0.987808993,Stable
949,SCARB1,scavenger receptor class B member 1,2.7863,2.129,4.2705,0.7753,1.9705,1.6991,2.066593174,1.04725441,0.113755456,0.938881762,Stable
950,SCARB2,scavenger receptor class B member 2,15.1121,15.8501,15.8358,22.0406,18.3534,14.8209,0.847561075,-0.238610763,0.310024294,0.938881762,Stable
960,CD44,CD44 molecule (Indian blood group),26.7328,20.293,20.2548,16.1609,10.8349,17.6739,1.506179804,0.590894006,0.065361104,0.938881762,Stable
961,CD47,CD47 molecule,6.3436,9.1645,16.3669,7.0327,12.2337,7.4872,1.191428443,0.252692306,0.650283934,0.968434639,Stable
966,CD59,CD59 molecule (CD59 blood group),94.116,78.5557,87.3375,78.9959,110.3207,64.8849,1.022846836,0.032590128,0.901721828,0.998814086,Stable
967,CD63,CD63 molecule,8.147,8.693,4.4808,8.0151,12.0523,15.7105,0.595920946,-0.746807138,0.151938755,0.938881762,Stable
968,CD68,CD68 molecule,0.00012,0.3071,5.9711,0.3294,5.6664,6.3775,0.507408695,-0.978779854,0.496969223,0.941010769,Stable
975,CD81,CD81 molecule,4.8288,10.8601,9.5081,7.2466,11.0268,7.4548,0.979353394,-0.030098552,0.94026535,0.998814086,Stable
983,CDK1,cyclin dependent kinase 1,232.8017,199.2219,231.3412,197.7162,231.2389,19.1563,1.480356893,0.565945031,0.38967638,0.938881762,Stable
984,CDK11B,cyclin dependent kinase 11B,1.5997,3.2163,4.7463,1.4633,3.5053,3.7228,1.100202499,0.137769085,0.815167476,0.995095472,Stable
987,LRBA,LPS responsive beige-like anchor protein,0.7816,1.1378,0.8746,0.4755,0.5621,0.5644,1.744069913,0.802457873,0.056328551,0.938881762,Stable
988,CDC5L,cell division cycle 5 like,3.8716,3.0545,4.7549,3.9868,4.527,4.7781,0.878805889,-0.186383557,0.399328263,0.938881762,Stable
989,SEPTIN7,septin 7,18.706,15.8531,9.4145,11.3174,5.0163,5.4549,2.018193,1.013064146,0.102331751,0.938881762,Stable
991,CDC20,cell division cycle 20,2.0205,2.3023,3.1506,0.2648,0.1757,4.2168,1.604663646,0.682270926,0.558123682,0.949133455,Stable
997,CDC34,"cell division cycle 34, ubiqiutin conjugating enzyme",5.1988,4.6565,10.109,4.2872,10.2671,9.0319,0.846439867,-0.240520515,0.656434117,0.968434639,Stable
998,CDC42,cell division cycle 42,53.499,38.4445,36.2364,36.8034,48.7238,36.197,1.053035469,0.074554031,0.768179118,0.992752862,Stable
1000,CDH2,cadherin 2,0.46,0.6916,1.0981,0.4036,0.5584,0.3089,1.770162877,0.823882112,0.215538589,0.938881762,Stable
1003,CDH5,cadherin 5,2.7398,3.6648,7.7253,6.0687,5.722,7.5707,0.729797432,-0.45443202,0.3764314,0.938881762,Stable
1017,CDK2,cyclin dependent kinase 2,4.5604,3.6588,5.2607,2.1071,3.384,5.6169,1.213530789,0.279210712,0.536573399,0.946038787,Stable
1018,CDK3,cyclin dependent kinase 3,0.00012,0.9403,0.8039,0.7644,0.981,1.0768,0.618071008,-0.6941555,0.34583016,0.938881762,Stable
1019,CDK4,cyclin dependent kinase 4,4.482,2.9517,3.478,4.1709,4.5058,4.5517,0.824869221,-0.27776269,0.22272556,0.938881762,Stable
1020,CDK5,cyclin dependent kinase 5,0.2433,0.00012,0.3213,2.7291,0.2764,0.3028,0.170697942,-2.550482434,0.377541914,0.938881762,Stable
1022,CDK7,cyclin dependent kinase 7,0.5999,0.5582,0.9479,0.6893,1.0924,1.0138,0.753353604,-0.408600909,0.258399849,0.938881762,Stable
1025,CDK9,cyclin dependent kinase 9,1.3587,6.3425,8.3874,4.5251,7.6547,4.1416,0.985736518,-0.020726022,0.975856441,0.998814086,Stable
1029,CDKN2A,cyclin dependent kinase inhibitor 2A,36.1998,28.554,33.5029,31.369,21.5367,16.289,1.420003266,0.505894248,0.146668459,0.938881762,Stable
1030,CDKN2B,cyclin dependent kinase inhibitor 2B,4.682,4.1481,6.4559,3.8756,5.5965,4.6904,1.079329214,0.110134979,0.686765834,0.973255698,Stable
1047,CLGN,calmegin,1.0228,2.0813,2.0613,0.2858,0.9673,1.8499,1.664647116,0.735216376,0.299610894,0.938881762,Stable
1068,CETN1,centrin 1,0.3358,0.4201,0.3758,0.00012,0.4743,0.4984,1.163319011,0.218246774,0.776267382,0.992752862,Stable
1069,CETN2,centrin 2,0.3358,0.4201,0.3758,0.00012,0.4743,0.4984,1.163319011,0.218246774,0.776267382,0.992752862,Stable
1072,CFL1,cofilin 1,490.0628,475.294,393.0449,324.5197,360.6896,533.6215,1.114512121,0.156412307,0.562742227,0.951130277,Stable
1073,CFL2,cofilin 2,189.3593,185.6121,193.985,86.7554,183.1145,221.5971,1.157669589,0.211223552,0.585729979,0.955878729,Stable
1075,CTSC,cathepsin C,4.4145,5.8149,6.8815,3.7087,5.4782,7.3293,1.036007072,0.051033851,0.884107656,0.998814086,Stable
1104,RCC1,regulator of chromosome condensation 1,8.0992,13.0864,9.6777,9.3142,12.5101,10.1229,0.966072144,-0.049797165,0.848635151,0.998814086,Stable
1105,CHD1,chromodomain helicase DNA binding protein 1,0.4169,0.1849,0.6377,0.1816,0.6524,0.7956,0.760616102,-0.394759614,0.60052652,0.959652773,Stable
1106,CHD2,chromodomain helicase DNA binding protein 2,0.1978,0.2454,0.3335,0.0678,0.7585,0.7772,0.484377923,-1.045794983,0.358868784,0.938881762,Stable
1107,CHD3,chromodomain helicase DNA binding protein 3,0.3942,0.3857,0.4061,0.348,0.6893,0.4084,0.820363838,-0.285664197,0.497043351,0.941010769,Stable
1108,CHD4,chromodomain helicase DNA binding protein 4,3.008,3.7006,5.1236,2.3503,4.3341,5.2453,0.991827121,-0.01183942,0.97708433,0.998814086,Stable
1121,CHM,CHM Rab escort protein,0.00012,0.3807,0.0601,0.4639,0.041,0.1487,0.674602203,-0.567891065,0.703647744,0.976750214,Stable
1122,CHML,CHM like Rab escort protein,0.00012,0.3596,0.0567,0.4381,0.0387,0.0287,0.823778437,-0.279671731,0.873790923,0.998814086,Stable
1147,CHUK,component of inhibitor of nuclear factor kappa B kinase complex,0.7767,1.4364,1.2847,0.5116,2.6068,0.1431,1.072451326,0.100912172,0.928947106,0.998814086,Stable
1153,CIRBP,cold inducible RNA binding protein,3.2385,3.1662,4.5739,3.9084,3.9817,5.1831,0.83977909,-0.251918228,0.321383097,0.938881762,Stable
1155,TBCB,tubulin folding cofactor B,14.016,11.8584,14.4766,11.766,9.6716,1.0059,1.797892486,0.84630675,0.206816572,0.938881762,Stable
1164,CKS2,CDC28 protein kinase regulatory subunit 2,6.3687,4.4699,3.7342,9.0029,3.6907,3.9655,0.874765143,-0.19303236,0.739884869,0.982873183,Stable
1173,AP2M1,adaptor related protein complex 2 subunit mu 1,24.5203,20.3041,19.1549,10.8231,17.8871,15.4431,1.44902646,0.53508394,0.069700631,0.938881762,Stable
1174,AP1S1,adaptor related protein complex 1 subunit sigma 1,9.7262,11.33,13.4464,11.6683,11.6511,11.3392,0.995498953,-0.006508297,0.965981094,0.998814086,Stable
1175,AP2S1,adaptor related protein complex 2 subunit sigma 1,19.0964,17.111,19.5189,12.5518,7.4925,17.939,1.467126342,0.552993115,0.183331577,0.938881762,Stable
1176,AP3S1,adaptor related protein complex 3 subunit sigma 1,28.6855,6.3553,8.0629,7.1704,8.5985,1.9482,2.432886872,1.282669237,0.360110465,0.938881762,Stable
1182,CLCN3,chloride voltage-gated channel 3,0.5478,0.4542,1.4882,0.4815,0.00012,1.4268,1.304849037,0.383882906,0.735577152,0.982873183,Stable
1186,CLCN7,chloride voltage-gated channel 7,1.106,0.8768,0.2526,1.1334,0.1463,1.1748,0.910735384,-0.134896158,0.871559912,0.998814086,Stable
1188,CLCNKB,chloride voltage-gated channel Kb,0.00012,0.2091,0.3058,0.366,0.3753,0.2844,0.502115628,-0.993908465,0.192372935,0.938881762,Stable
