Gene_ID,Gene_symbol,Description,T1,T2,T3,C1,C2,C3,FC,log2FC,pValue,FDR,significance
6788,STK3,serine/threonine kinase 3,1.3423,0.2293,0.9928,0.6425,0.599,0.7459,1.290329073,0.367739044,0.61868544,0.962753944,Stable
6789,STK4,serine/threonine kinase 4,2.164,0.8631,2.0466,1.7165,1.8063,1.8464,0.944963868,-0.081668928,0.83501364,0.997096309,Stable
6792,CDKL5,cyclin dependent kinase like 5,0.0321,0.0289,0.0357,0.0377,0.0356,0.00012,1.317079815,0.397342775,0.591152736,0.957967248,Stable
6793,STK10,serine/threonine kinase 10,0.2927,16.4683,2.3483,0.177,2.2416,1.6238,4.727216505,2.240990941,0.427615976,0.938881762,Stable
6799,SULT1A2,sulfotransferase family 1A member 2,0.00012,0.0623,0.0557,0.092,0.00012,0.0529,0.814508344,-0.295998617,0.801121025,0.995095472,Stable
6801,STRN,striatin,0.9489,0.6335,4.7045,0.5531,3.0972,2.4927,1.023425037,0.033405432,0.976615363,0.998814086,Stable
6810,STX4,syntaxin 4,0.6367,0.5941,0.6048,0.6235,8.5214,7.9511,0.107370145,-3.219335196,0.183448849,0.938881762,Stable
6811,STX5,syntaxin 5,1.0796,0.7375,5.593,3.5029,5.9551,0.8214,0.720868922,-0.472191141,0.680239224,0.973255698,Stable
6812,STXBP1,syntaxin binding protein 1,0.361,2.8081,0.7824,0.6344,5.109,0.7179,0.611564236,-0.709424053,0.649129857,0.968434639,Stable
6813,STXBP2,syntaxin binding protein 2,1.6129,0.9013,2.312,1.3074,2.2094,2.671,0.779954103,-0.358538864,0.471292654,0.938881762,Stable
6814,STXBP3,syntaxin binding protein 3,5.4191,4.6193,5.5612,5.1557,42.7366,8.7733,0.275292241,-1.860964147,0.37120294,0.938881762,Stable
6817,SULT1A1,sulfotransferase family 1A member 1,0.00012,0.0773,0.0691,0.1141,0.00012,0.0656,0.814814815,-0.295455884,0.80155998,0.995095472,Stable
6818,SULT1A3,sulfotransferase family 1A member 3,0.00012,0.0692,0.0619,0.1022,0.00012,0.0588,0.814424032,-0.296147962,0.801047718,0.995095472,Stable
6821,SUOX,sulfite oxidase,0.00012,0.00012,1.9224,0.0675,0.0697,0.00012,14.00116516,3.807474987,0.451095574,0.938881762,Stable
6829,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit",2.4567,2.5765,2.0393,1.0301,2.1631,3.0263,1.137149289,0.185421668,0.676808626,0.973255698,Stable
6830,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",2.3628,2.0692,3.3891,1.0954,4.1719,3.0743,0.937601899,-0.092952603,0.87231148,0.998814086,Stable
6832,SUPV3L1,Suv3 like RNA helicase,7.0207,3.5682,1.0374,1.1266,3.0096,2.5014,1.751581897,0.808658444,0.443328704,0.938881762,Stable
6834,SURF1,SURF1 cytochrome c oxidase assembly factor,1.0144,1.4108,1.2573,0.9571,0.9652,0.3147,1.646177917,0.719120269,0.141496,0.938881762,Stable
6836,SURF4,surfeit 4,35.0787,27.3496,12.9513,25.2217,14.2812,20.573,1.254739421,0.327387783,0.532161753,0.945940853,Stable
6838,SURF6,surfeit 6,3.5513,0.00012,3.8247,3.5693,0.00012,4.2052,0.948743476,-0.075910036,0.944642084,0.998814086,Stable
6840,SVIL,supervillin,0.3929,0.2722,0.7678,0.1284,1.433,0.8549,0.593014112,-0.753861657,0.486301944,0.938881762,Stable
6844,VAMP2,vesicle associated membrane protein 2,1.4454,1.5287,1.7646,1.4973,2.216,1.7961,0.860111809,-0.217403882,0.349262432,0.938881762,Stable
6845,VAMP7,vesicle associated membrane protein 7,6.3346,5.3325,5.1505,4.8478,6.015,8.6204,0.863184692,-0.212258814,0.515786768,0.942549554,Stable
6856,SYPL1,synaptophysin like 1,15.5708,13.882,8.9984,15.2812,9.8892,9.8409,1.098251136,0.135207992,0.690156875,0.973255698,Stable
6867,TACC1,transforming acidic coiled-coil containing protein 1,3.235,3.06,3.3974,1.8409,3.5636,3.2901,1.114760886,0.156734288,0.599329894,0.959354339,Stable
6868,ADAM17,ADAM metallopeptidase domain 17,0.00012,0.0635,0.1481,0.0906,0.1406,0.6015,0.254257235,-1.975639265,0.330303571,0.938881762,Stable
6874,TAF4,TATA-box binding protein associated factor 4,0.1661,0.00012,0.112,0.1392,0.00012,0.00012,1.995266781,0.996581658,0.530094026,0.945940853,Stable
6876,TAGLN,transgelin,16.7128,8.0651,12.6637,8.2446,14.3591,14.7784,1.001591671,0.00229447,0.995460011,0.998814086,Stable
6878,TAF6,TATA-box binding protein associated factor 6,0.00012,0.00012,0.0818,0.1337,0.2577,0.1316,0.156864245,-2.67241155,0.050474317,0.938881762,Stable
6879,TAF7,TATA-box binding protein associated factor 7,0.0764,2.3179,2.2152,0.1251,0.2772,2.0484,1.880891174,0.911416379,0.494806116,0.940470128,Stable
6880,TAF9,TATA-box binding protein associated factor 9,2.3703,2.6939,0.4298,0.2812,1.473,1.6321,1.62241975,0.69814712,0.452306142,0.938881762,Stable
6881,TAF10,TATA-box binding protein associated factor 10,0.8322,4.2823,4.5342,5.0272,7.9761,7.9968,0.459459717,-1.121989716,0.073254099,0.938881762,Stable
6883,TAF12,TATA-box binding protein associated factor 12,0.2325,0.00012,0.1754,0.00012,0.2316,0.00012,1.759920635,0.815510371,0.60314352,0.960650372,Stable
6888,TALDO1,transaldolase 1,125.4545,61.1224,141.136,33.3792,115.0849,124.5262,1.200456207,0.263582774,0.656133079,0.968434639,Stable
6890,TAP1,"transporter 1, ATP binding cassette subfamily B member",1.3866,1.1935,1.8505,1.1028,1.348,0.5495,1.476718995,0.562395321,0.197004956,0.938881762,Stable
6891,TAP2,"transporter 2, ATP binding cassette subfamily B member",0.3341,0.2937,0.6179,0.2782,1.1465,1.4106,0.43935386,-1.186544725,0.257781412,0.938881762,Stable
6892,TAPBP,TAP binding protein,4.5925,0.6671,8.6187,4.3206,0.3407,0.9722,2.463530665,1.30072743,0.367574659,0.938881762,Stable
6895,TARBP2,TARBP2 subunit of RISC loading complex,0.2037,2.1117,0.1933,0.2299,0.2606,0.2533,3.372815273,1.753953305,0.453669877,0.938881762,Stable
6897,TARS1,threonyl-tRNA synthetase 1,12.6182,11.7974,5.6743,11.908,7.2116,8.4636,1.090877781,0.125489475,0.766835227,0.992636864,Stable
6902,TBCA,tubulin folding cofactor A,57.094,78.0934,65.728,75.1214,92.0874,74.1629,0.832390044,-0.264668385,0.184968669,0.938881762,Stable
6903,TBCC,tubulin folding cofactor C,0.5609,0.4537,0.8802,0.4551,0.7008,1.9315,0.613720282,-0.704346832,0.479689345,0.938881762,Stable
6904,TBCD,tubulin folding cofactor D,0.8722,1.0705,1.5559,0.6987,7.4251,2.9294,0.316523722,-1.659614469,0.330659671,0.938881762,Stable
6905,TBCE,tubulin folding cofactor E,6.9234,1.338,3.3195,1.4668,1.2101,3.4397,1.893355786,0.920945537,0.388517111,0.938881762,Stable
6907,TBL1X,transducin beta like 1 X-linked,0.0817,0.0652,0.2069,0.089,0.0792,0.00012,2.101948669,1.071727438,0.31813066,0.938881762,Stable
6916,TBXAS1,thromboxane A synthase 1,0.139,0.00012,0.1099,0.061,0.0468,0.1107,1.139679634,0.188628337,0.841806815,0.998814086,Stable
6917,TCEA1,transcription elongation factor A1,7.9359,5.2363,10.3512,6.0227,10.0899,8.6916,0.948363584,-0.076487829,0.833590903,0.996785219,Stable
6919,TCEA2,transcription elongation factor A2,0.2361,0.1511,0.3154,0.3031,0.4075,0.00012,0.988574966,-0.016577721,0.985008139,0.998814086,Stable
6921,ELOC,elongin C,44.1967,22.191,45.5825,33.6997,43.5362,29.4619,1.049414327,0.069584392,0.851536066,0.998814086,Stable
6923,ELOB,elongin B,16.4827,24.0642,19.23,25.2348,14.9268,18.0692,1.026551241,0.037805642,0.898475261,0.998814086,Stable
6936,GCFC2,GC-rich sequence DNA-binding factor 2,4.2055,3.3705,4.359,0.3963,4.6807,4.2085,1.285337354,0.362147064,0.585003032,0.955878729,Stable
6940,ZNF354A,zinc finger protein 354A,0.00012,0.0078,0.00012,0.0069,0.00012,0.00012,1.12605042,0.171271427,0.934278747,0.998814086,Stable
6944,VPS72,vacuolar protein sorting 72 homolog,0.6769,0.00012,1.5068,0.9247,0.00012,0.00012,2.361039635,1.23942226,0.480195271,0.938881762,Stable
6948,TCN2,transcobalamin 2,0.4545,0.7542,0.6964,0.5884,1.1758,1.0745,0.671117061,-0.575363662,0.224297684,0.938881762,Stable
6949,TCOF1,treacle ribosome biogenesis factor 1,2.1216,1.1394,1.9234,0.9674,1.2255,1.5598,1.381511978,0.466248071,0.256163673,0.938881762,Stable
6950,TCP1,t-complex 1,86.2011,71.4077,71.0377,95.1378,57.104,70.0496,1.02858905,0.040666701,0.874364796,0.998814086,Stable
6990,DYNLT3,dynein light chain Tctex-type 3,1.6782,1.8778,1.9226,1.5612,2.8093,2.6309,0.782500643,-0.353836158,0.321642043,0.938881762,Stable
6992,PPP1R11,protein phosphatase 1 regulatory inhibitor subunit 11,0.3462,0.00012,1.4426,1.0201,1.6126,1.3732,0.446571307,-1.163037535,0.225289283,0.938881762,Stable
6993,DYNLT1,dynein light chain Tctex-type 1,4.4275,4.3557,5.1168,2.4458,4.5825,4.7275,1.182395073,0.241712163,0.439381474,0.938881762,Stable
7001,PRDX2,peroxiredoxin 2,71.2679,108.9025,99.8081,95.7797,89.8678,82.36,1.04466666,0.063042671,0.765421905,0.991897627,Stable
7009,TMBIM6,transmembrane BAX inhibitor motif containing 6,1.6963,1.5398,3.2989,1.4909,2.5226,5.3222,0.700001071,-0.514570965,0.518573454,0.943198726,Stable
7010,TEK,TEK receptor tyrosine kinase,0.4202,0.2896,0.4508,0.2442,0.4034,0.4439,1.063307375,0.088558704,0.7843135,0.992752862,Stable
7014,TERF2,telomeric repeat binding factor 2,0.2469,0.0454,1.613,0.0674,1.9652,0.9242,0.644379058,-0.634018486,0.659561202,0.968434639,Stable
7019,TFAM,"transcription factor A, mitochondrial",12.6546,19.2748,13.5352,5.7077,14.6529,15.293,1.275175578,0.350695905,0.436210747,0.938881762,Stable
7024,TFCP2,transcription factor CP2,1.915,1.8494,0.458,2.6001,2.1018,2.2268,0.609407248,-0.714521436,0.190646645,0.938881762,Stable
7025,NR2F1,nuclear receptor subfamily 2 group F member 1,0.5912,1.8398,0.3096,0.5303,0.54,0.5065,1.738077118,0.797492096,0.496119927,0.941010769,Stable
7026,NR2F2,nuclear receptor subfamily 2 group F member 2,1.5889,3.0761,0.9655,0.695,2.2164,1.8543,1.181463374,0.240574905,0.73080031,0.981770908,Stable
7035,TFPI,tissue factor pathway inhibitor,0.00012,2.7313,0.00012,0.1616,0.1365,0.2022,5.459804118,2.448849192,0.499808747,0.941010769,Stable
7037,TFRC,transferrin receptor,2.8259,2.0717,3.3615,2.84,5.594,4.5745,0.634900258,-0.655398132,0.177746761,0.938881762,Stable
7041,TGFB1I1,transforming growth factor beta 1 induced transcript 1,1.0008,2.0479,0.00012,0.9522,2.2372,1.0595,0.717555132,-0.478838412,0.611620352,0.961250483,Stable
7048,TGFBR2,transforming growth factor beta receptor 2,2.8722,3.6436,3.1856,1.4321,4.0021,3.5594,1.078700409,0.109294236,0.798304641,0.995095472,Stable
7052,TGM2,transglutaminase 2,119.3743,130.2987,110.4684,137.2138,101.8283,128.8181,0.979017029,-0.030594141,0.8451843,0.998814086,Stable
7056,THBD,thrombomodulin,0.0734,0.0408,0.00012,0.045,0.0592,0.00012,1.095858896,0.132062047,0.910126674,0.998814086,Stable
7057,THBS1,thrombospondin 1,5.945,7.1925,6.1312,6.0165,5.1001,6.7634,1.077667785,0.107912504,0.497407913,0.941010769,Stable
7058,THBS2,thrombospondin 2,0.4358,0.3774,0.1914,0.5571,0.3053,0.4705,0.753694951,-0.407947367,0.353417675,0.938881762,Stable
7059,THBS3,thrombospondin 3,0.3789,0.3058,0.244,0.4316,0.1207,0.3265,1.056781975,0.079677765,0.878670937,0.998814086,Stable
7064,THOP1,thimet oligopeptidase 1,5.3255,6.1023,13.5147,4.8385,11.7616,11.7486,0.879846342,-0.184676504,0.760975531,0.988994949,Stable
7072,TIA1,TIA1 cytotoxic granule associated RNA binding protein,3.1052,2.3293,2.3694,1.3481,2.3779,3.0482,1.152003189,0.20414471,0.58043025,0.955035968,Stable
7073,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,9.1486,3.7806,3.4553,2.3471,8.4405,3.722,1.129217897,0.1753239,0.822526152,0.995095472,Stable
7075,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,0.4272,0.3494,0.5451,1.5362,2.4173,0.6085,0.289719421,-1.787271696,0.173109514,0.938881762,Stable
7082,TJP1,tight junction protein 1,2.5158,1.8565,4.5252,3.028,4.8794,4.1726,0.736548013,-0.441148522,0.342295368,0.938881762,Stable
7083,TK1,thymidine kinase 1,1.7147,0.6558,2.2527,4.9683,0.8002,1.7413,0.615622254,-0.699882712,0.534809585,0.945940853,Stable
7086,TKT,transketolase,58.8182,57.0877,61.6348,69.1181,59.8259,54.774,0.966376185,-0.049343193,0.679325064,0.973255698,Stable
7094,TLN1,talin 1,25.9873,24.8363,20.6301,25.6234,25.5547,21.7416,0.979895693,-0.029299907,0.825796987,0.995628869,Stable
7095,SEC62,"SEC62 homolog, preprotein translocation factor",5.2471,2.8752,3.9034,3.5698,3.6967,5.2918,0.957589801,-0.062520308,0.850775007,0.998814086,Stable
7105,TSPAN6,tetraspanin 6,1.5335,1.1556,1.037,1.5306,1.0536,1.4324,0.927675148,-0.108308402,0.666813983,0.971240729,Stable
7110,TMF1,TATA element modulatory factor 1,0.7603,0.686,0.8927,0.2877,0.5483,0.7973,1.432070042,0.518102056,0.246869662,0.938881762,Stable
7112,TMPO,thymopoietin,23.8334,25.152,15.9088,24.0902,12.9457,21.7082,1.104693067,0.14364558,0.669610615,0.972488233,Stable
7114,TMSB4X,thymosin beta 4 X-linked,1229.5152,1449.9345,1561.1133,2394.8112,1203.122,1360.8615,0.855160025,-0.22573368,0.591844121,0.957967248,Stable
7122,CLDN5,claudin 5,1.2284,1.0261,1.1523,0.2194,0.7895,0.8426,1.840021604,0.879722705,0.111767016,0.938881762,Stable
7125,TNNC2,"troponin C2, fast skeletal type",0.00012,0.307,0.3006,0.2324,12.5752,0.00012,0.047449507,-4.397463092,0.430792383,0.938881762,Stable
7150,TOP1,DNA topoisomerase I,19.5901,7.996,20.5407,6.8945,22.4277,23.3027,0.914525253,-0.128905086,0.834249173,0.996879955,Stable
7153,TOP2A,DNA topoisomerase II alpha,2.0907,1.3572,2.3209,1.2548,2.4981,2.0672,0.991185718,-0.012772694,0.972577494,0.998814086,Stable
7155,TOP2B,DNA topoisomerase II beta,2.0255,0.9163,3.6386,1.4171,2.4406,3.1376,0.940688748,-0.088210647,0.890808781,0.998814086,Stable
7157,TP53,tumor protein p53,10.121,10.2732,19.2811,9.4347,12.0011,13.7431,1.127815253,0.17353076,0.682061757,0.973255698,Stable
7158,TP53BP1,tumor protein p53 binding protein 1,2.4756,2.6219,2.41,2.6261,1.875,2.8981,1.014636717,0.020963275,0.917802862,0.998814086,Stable
7159,TP53BP2,tumor protein p53 binding protein 2,3.0725,6.4986,2.4696,0.3781,2.2165,1.3806,3.028954518,1.598819915,0.153298281,0.938881762,Stable
7165,TPD52L2,TPD52 like 2,36.0249,41.1512,32.6526,44.899,27.8767,31.9861,1.048365912,0.06814235,0.786788802,0.992752862,Stable
7167,TPI1,triosephosphate isomerase 1,452.3358,454.7249,498.1283,509.4874,495.9852,459.82,0.958981844,-0.060424593,0.39424713,0.938881762,Stable
7168,TPM1,tropomyosin 1,158.6369,196.7481,222.5178,143.3775,155.0559,167.8654,1.239340097,0.309572143,0.172946854,0.938881762,Stable
7169,TPM2,tropomyosin 2,107.0486,121.6784,133.5464,102.234,103.2839,109.9196,1.148479176,0.199724698,0.170154415,0.938881762,Stable
7170,TPM3,tropomyosin 3,152.1837,168.5673,172.4975,138.0411,143.8958,144.2055,1.157473417,0.210979061,0.057945476,0.938881762,Stable
7171,TPM4,tropomyosin 4,164.5037,153.5576,179.4006,166.7287,155.9789,150.0097,1.05234545,0.073608372,0.416436898,0.938881762,Stable
7172,TPMT,thiopurine S-methyltransferase,3.0067,6.8893,7.5606,6.4102,3.6638,7.3176,1.003737436,0.00538193,0.990980533,0.998814086,Stable
7174,TPP2,tripeptidyl peptidase 2,4.702,4.398,4.1695,5.1844,7.2295,6.1922,0.713180086,-0.487661675,0.086326296,0.938881762,Stable
7175,TPR,"translocated promoter region, nuclear basket protein",6.0273,4.7367,8.2223,4.9211,8.5235,6.434,0.955112533,-0.066257371,0.848320871,0.998814086,Stable
7178,TPT1,"tumor protein, translationally-controlled 1",328.4294,301.8309,180.2959,325.8195,383.4009,244.9073,0.849525907,-0.23527015,0.475650808,0.938881762,Stable
7180,CRISP2,cysteine rich secretory protein 2,0.00012,0.00012,0.00012,0.1743,0.00012,0.00012,0.002062564,-8.92134508,0.422649731,0.938881762,Stable
7184,HSP90B1,heat shock protein 90 beta family member 1,221.0643,204.7022,196.7154,195.4566,189.8649,170.9058,1.119114254,0.162357333,0.099225358,0.938881762,Stable
7186,TRAF2,TNF receptor associated factor 2,0.3286,0.4158,1.1036,0.6355,0.4636,0.8076,0.969213825,-0.045113111,0.946260672,0.998814086,Stable
7189,TRAF6,TNF receptor associated factor 6,1.6908,0.1853,2.8788,0.3809,2.1164,3.8968,0.743638667,-0.427326307,0.692754603,0.973255698,Stable
7203,CCT3,chaperonin containing TCP1 subunit 3,92.1519,87.6709,70.3613,90.2918,81.4747,80.4227,0.992049223,-0.011516389,0.933508695,0.998814086,Stable
7204,TRIO,trio Rho guanine nucleotide exchange factor,0.3672,0.2391,0.4063,0.2161,0.3155,0.4396,1.042627677,0.060224063,0.875022762,0.998814086,Stable
7205,TRIP6,thyroid hormone receptor interactor 6,2.1076,2.7458,1.2981,0.7068,2.6307,1.9001,1.174488315,0.23203236,0.687540354,0.973255698,Stable
7247,TSN,translin,7.8673,7.4696,14.2528,7.8062,16.1489,15.6155,0.747769809,-0.419333871,0.395073412,0.938881762,Stable
7251,TSG101,tumor susceptibility 101,3.1128,3.9868,10.9298,3.6139,10.8512,7.8392,0.808337406,-0.306970485,0.68369084,0.973255698,Stable
7257,TSNAX,translin associated factor X,168.8406,155.8054,4.6746,158.8197,4.448,158.4718,1.023562851,0.033599693,0.974257537,0.998814086,Stable
7259,TSPYL1,TSPY like 1,23.9778,20.4519,0.00012,16.7233,19.9992,20.5847,0.77529211,-0.367188112,0.625387172,0.962992148,Stable
7260,EIPR1,EARP complex and GARP complex interacting protein 1,12.8951,1.9308,1.4825,0.9444,11.8545,8.8289,0.754048031,-0.407271673,0.738603825,0.982873183,Stable
7263,TST,thiosulfate sulfurtransferase,4.3457,3.8767,4.7489,13.8052,6.7116,3.8044,0.533333059,-0.906891337,0.330527514,0.938881762,Stable
7264,GFUS,GDP-L-fucose synthase,4.9436,5.2706,4.1834,2.0132,5.5826,6.3208,1.03456304,0.049021557,0.916429397,0.998814086,Stable
7265,TTC1,tetratricopeptide repeat domain 1,1.7942,1.2833,1.3392,1.3774,5.8718,0.1792,0.59456949,-0.750082661,0.621425771,0.962753944,Stable
7266,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,19.506,14.1201,17.8446,16.7504,15.6003,16.3326,1.057255774,0.080324439,0.621479219,0.962753944,Stable
7268,TTC4,tetratricopeptide repeat domain 4,0.4762,0.4679,1.456,0.4629,1.8551,1.851,0.575701607,-0.796606855,0.363616599,0.938881762,Stable
7272,TTK,TTK protein kinase,0.00012,0.0889,1.0948,0.044,0.3515,0.9686,0.867839601,-0.204499674,0.8992623,0.998814086,Stable
7273,TTN,titin,0.0026,0.00012,0.0022,0.0029,0.00012,0.00012,1.566878981,0.647893756,0.648815112,0.968434639,Stable
7277,TUBA4A,tubulin alpha 4a,123.9281,109.3412,122.363,140.3684,113.7,111.6038,0.972543989,-0.040164589,0.768045516,0.992752862,Stable
7278,TUBA3C,tubulin alpha 3c,127.4176,109.8814,130.1011,138.9111,118.8063,109.4742,1.000567823,0.000818964,0.995179864,0.998814086,Stable
7280,TUBB2A,tubulin beta 2A class IIa,210.7631,201.1687,200.8197,202.5973,196.8022,205.5427,1.012909167,0.018504806,0.5660836,0.952309484,Stable
7283,TUBG1,tubulin gamma 1,3.6086,4.583,4.0791,8.2661,4.7259,2.9579,0.769327707,-0.378329827,0.515869779,0.942549554,Stable
7284,TUFM,"Tu translation elongation factor, mitochondrial",54.7575,53.3398,37.8323,52.9095,46.9567,32.2608,1.104464644,0.143347236,0.604598082,0.960883428,Stable
7290,HIRA,histone cell cycle regulator,0.2921,0.2639,0.1464,0.2979,0.2499,0.1781,0.967626395,-0.047477971,0.896968341,0.998814086,Stable
7295,TXN,thioredoxin,325.8071,280.2881,169.9681,280.3796,181.3824,226.501,1.12756795,0.173214376,0.624434663,0.962753944,Stable
7296,TXNRD1,thioredoxin reductase 1,67.6622,52.9453,70.5551,61.7652,56.858,51.0619,1.126572693,0.171940407,0.332363047,0.938881762,Stable
7298,TYMS,thymidylate synthetase,1.6011,4.1941,2.0225,1.4169,3.1542,2.9693,1.036775237,0.052103166,0.929524012,0.998814086,Stable
7307,U2AF1,U2 small nuclear RNA auxiliary factor 1,12.1718,3.2612,48.8773,11.0296,10.4015,27.4052,1.316854471,0.397095918,0.757084712,0.988661054,Stable
7311,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,112.1618,61.569,111.6488,104.735,97.8425,126.8048,0.866408426,-0.206880822,0.494462457,0.940457162,Stable
7314,UBB,ubiquitin B,135.0169,74.6947,133.9786,126.4468,118.344,153.1339,0.863706626,-0.211386738,0.480562728,0.938881762,Stable
7316,UBC,ubiquitin C,112.5141,62.2456,111.6488,105.3723,98.62,127.6116,0.863706669,-0.211386665,0.480562763,0.938881762,Stable
7317,UBA1,ubiquitin like modifier activating enzyme 1,33.4357,34.9028,29.6724,32.5371,33.6627,30.4827,1.013739818,0.019687425,0.821749866,0.995095472,Stable
7318,UBA7,ubiquitin like modifier activating enzyme 7,0.294,0.2971,0.0991,0.28,0.7343,0.7413,0.393141946,-1.346877796,0.131553354,0.938881762,Stable
7319,UBE2A,ubiquitin conjugating enzyme E2 A,18.1972,7.5982,5.367,7.5804,13.8216,6.0009,1.137193509,0.185477769,0.802448117,0.995095472,Stable
7320,UBE2B,ubiquitin conjugating enzyme E2 B,7.2946,7.2833,2.4276,5.1715,10.0635,0.00012,1.116203876,0.158600562,0.870052138,0.998814086,Stable
7321,UBE2D1,ubiquitin conjugating enzyme E2 D1,7.8089,12.5164,9.0118,11.7928,5.5749,8.2773,1.143969585,0.194048695,0.620680461,0.962753944,Stable
7322,UBE2D2,ubiquitin conjugating enzyme E2 D2,33.888,42.0536,26.7029,50.4888,26.6792,30.7807,0.950863697,-0.072689544,0.84890955,0.998814086,Stable
7323,UBE2D3,ubiquitin conjugating enzyme E2 D3,31.0918,37.381,23.7359,44.879,23.7148,27.3606,0.960963749,-0.057446086,0.879571823,0.998814086,Stable
7324,UBE2E1,ubiquitin conjugating enzyme E2 E1,2.1159,1.9094,2.4934,1.2348,2.271,2.1366,1.155306253,0.208275337,0.484337812,0.938881762,Stable
7325,UBE2E2,ubiquitin conjugating enzyme E2 E2,1.7511,1.5802,2.0635,1.0219,1.8794,1.7682,1.155327123,0.208301399,0.484274701,0.938881762,Stable
7326,UBE2G1,ubiquitin conjugating enzyme E2 G1,1.6035,1.7416,2.3078,1.0889,2.3459,0.8113,1.331315796,0.412852827,0.437138587,0.938881762,Stable
7327,UBE2G2,ubiquitin conjugating enzyme E2 G2,2.046,1.6206,7.744,3.9659,10.2416,9.1165,0.489221403,-1.031440573,0.223917812,0.938881762,Stable
7328,UBE2H,ubiquitin conjugating enzyme E2 H,7.119,8.0297,10.4346,7.798,4.7993,7.913,1.247339142,0.318853776,0.299672258,0.938881762,Stable
7329,UBE2I,ubiquitin conjugating enzyme E2 I,31.6757,36.3039,29.2369,23.6528,46.6918,23.6136,1.034678187,0.04918212,0.902551568,0.998814086,Stable
7332,UBE2L3,ubiquitin conjugating enzyme E2 L3,15.3654,42.3305,31.8875,16.1593,1.0725,12.6573,2.997192957,1.583611966,0.110128168,0.938881762,Stable
7334,UBE2N,ubiquitin conjugating enzyme E2 N,61.7393,41.3935,69.2416,45.1922,67.4755,65.3813,0.968128998,-0.046728803,0.871320623,0.998814086,Stable
7335,UBE2V1,ubiquitin conjugating enzyme E2 V1,17.0459,27.2534,18.3136,16.5113,14.1373,15.7362,1.349858143,0.432807802,0.230824366,0.938881762,Stable
7336,UBE2V2,ubiquitin conjugating enzyme E2 V2,13.3711,18.9201,9.7717,18.023,15.9552,12.6153,0.902763261,-0.147580387,0.656362158,0.968434639,Stable
7337,UBE3A,ubiquitin protein ligase E3A,1.5311,1.0998,1.8648,0.2453,0.5871,2.1348,1.515132111,0.599443594,0.481805036,0.938881762,Stable
7341,SUMO1,small ubiquitin like modifier 1,0.00012,11.2022,6.7272,6.122,7.1816,14.4269,0.646563171,-0.629136764,0.479320319,0.938881762,Stable
7342,UBP1,upstream binding protein 1,13.2288,0.3302,15.4616,0.3586,0.3734,0.3805,26.08593258,4.705200106,0.187281349,0.938881762,Stable
7343,UBTF,upstream binding transcription factor,4.1366,2.1562,2.3265,0.9885,1.9665,2.9439,1.461170727,0.547124756,0.346206104,0.938881762,Stable
7345,UCHL1,ubiquitin C-terminal hydrolase L1,69.2971,94.5395,75.0633,72.0262,108.3393,95.0139,0.867530033,-0.205014392,0.4097161,0.938881762,Stable
7347,UCHL3,ubiquitin C-terminal hydrolase L3,14.9683,12.318,6.6186,8.3278,9.6157,11.2392,1.161815048,0.216380421,0.596530425,0.959171954,Stable
7353,UFD1,ubiquitin recognition factor in ER associated degradation 1,5.6824,2.8226,4.3302,2.3061,3.4266,4.0687,1.30952721,0.389046037,0.367910636,0.938881762,Stable
7357,UGCG,UDP-glucose ceramide glucosyltransferase,0.00012,0.00012,1.1364,0.5974,0.8592,0.5818,0.557613815,-0.842661791,0.513614659,0.941216694,Stable
7358,UGDH,UDP-glucose 6-dehydrogenase,18.6623,17.7703,22.9325,11.7356,19.0395,26.2425,1.041171498,0.058207724,0.874201927,0.998814086,Stable
7360,UGP2,UDP-glucose pyrophosphorylase 2,33.4854,28.9846,27.6218,21.4138,31.6597,36.0092,1.011327676,0.016250515,0.947717093,0.998814086,Stable
7371,UCK2,uridine-cytidine kinase 2,1.0394,0.8879,3.3052,1.9713,1.5863,3.0446,0.792538851,-0.335446436,0.643802861,0.968434639,Stable
7372,UMPS,uridine monophosphate synthetase,8.7952,8.1492,7.9236,10.313,12.4183,10.1579,0.756114469,-0.403323432,0.053740526,0.938881762,Stable
7375,USP4,ubiquitin specific peptidase 4,0.2884,0.3043,0.7813,0.5207,0.2204,5.0197,0.23850854,-2.067887168,0.445853841,0.938881762,Stable
7378,UPP1,uridine phosphorylase 1,8.09,2.8718,3.9667,2.2578,2.9302,2.946,1.835320875,0.876032316,0.289073235,0.938881762,Stable
7381,UQCRB,ubiquinol-cytochrome c reductase binding protein,11.0837,9.2637,10.99,9.8208,12.1896,3.9079,1.209083929,0.273914393,0.542958937,0.946044847,Stable
7384,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,21.3583,19.3328,18.7515,23.6299,20.7211,26.7843,0.835627319,-0.259068437,0.14257202,0.938881762,Stable
7385,UQCRC2,ubiquinol-cytochrome c reductase core protein 2,16.2602,16.5091,22.9168,11.9144,31.8712,29.4624,0.760240553,-0.395472112,0.456164977,0.938881762,Stable
