,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
14167,LOC101929165,0.468512664,0.27385054,3.934927859,0.069594806,0.944516171,NA,Not Significant
14168,LOC101929172,0,NA,NA,NA,NA,NA,Not Significant
14169,LOC101929174,9.326606343,-1.081926019,0.897568056,-1.205397197,0.228050003,0.372796198,Not Significant
14170,LOC101929178,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14171,LOC101929185,386.1381405,0.065822747,0.138844634,0.474074836,0.635446542,0.773024201,Not Significant
14172,LOC101929200,8.910351116,-0.801536082,0.915730628,-0.875296793,0.381412439,0.548931342,Not Significant
14173,LOC101929201,0.667558772,-2.717785921,3.302604406,-0.82292203,0.410552334,NA,Not Significant
14174,LOC101929204,29.77358657,1.274482744,0.506982681,2.513858542,0.011941832,0.02989825,Up
14175,LOC101929208,0.502607091,2.622023022,4.024239976,0.651557322,0.514686787,NA,Not Significant
14176,LOC101929216,0,NA,NA,NA,NA,NA,Not Significant
14177,LOC101929227,0.536838568,0.344151637,3.754458518,0.091664786,0.926964376,NA,Not Significant
14178,LOC101929230,0,NA,NA,NA,NA,NA,Not Significant
14179,LOC101929234,0.88476789,-3.12541189,2.978093955,-1.049467188,0.293963149,NA,Not Significant
14180,LOC101929237,0,NA,NA,NA,NA,NA,Not Significant
14181,LOC101929240,110.3131058,-0.75730031,0.256028438,-2.957875757,0.00309767,0.008808866,Not Significant
14182,LOC101929248,6.677039965,-0.687353084,1.064006032,-0.646004876,0.518276198,0.679604927,Not Significant
14183,LOC101929251,0,NA,NA,NA,NA,NA,Not Significant
14184,LOC101929255,1.005351232,0.297826911,2.526749361,0.11786959,0.906170989,NA,Not Significant
14185,LOC101929256,11.22800433,0.732589207,0.812094771,0.902098171,0.367004721,0.533666014,Not Significant
14186,LOC101929258,0,NA,NA,NA,NA,NA,Not Significant
14187,LOC101929259,0,NA,NA,NA,NA,NA,Not Significant
14188,LOC101929268,2.505541341,3.31688568,2.08448061,1.591228848,0.111558083,NA,Not Significant
14189,LOC101929269,0,NA,NA,NA,NA,NA,Not Significant
14190,LOC101929270,24.49440103,-0.286901563,0.536155968,-0.535108401,0.592574901,0.742953235,Not Significant
14191,LOC101929278,0,NA,NA,NA,NA,NA,Not Significant
14192,LOC101929279,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14193,LOC101929280,5.283596327,-0.559862168,1.16610269,-0.48011395,0.63114637,0.769818642,Not Significant
14194,LOC101929285,11.45905032,0.290281,0.77624089,0.373957368,0.708436034,0.827036024,Not Significant
14195,LOC101929289,8.632042917,0.312875973,0.903054014,0.346464296,0.728993812,0.840389518,Not Significant
14196,LOC101929290,2.230143179,0.636349149,1.859265433,0.342258366,0.732156465,NA,Not Significant
14197,LOC101929291,277.8399626,-0.779227727,0.165175185,-4.717583484,2.39E-06,1.04E-05,Not Significant
14198,LOC101929297,0,NA,NA,NA,NA,NA,Not Significant
14199,LOC101929298,5.587431412,-0.889362444,1.135937637,-0.782932456,0.433666777,0.599972485,Not Significant
14200,LOC101929305,0.468512664,0.27385054,3.934927859,0.069594806,0.944516171,NA,Not Significant
14201,LOC101929307,7.107895242,-1.401011575,1.038976344,-1.348453777,0.177512477,0.305593561,Not Significant
14202,LOC101929309,0.934793733,-1.332306542,2.804422327,-0.475073433,0.634734634,NA,Not Significant
14203,LOC101929314,309.9445827,-0.211466277,0.155211463,-1.362439817,0.173059125,0.299375025,Not Significant
14204,LOC101929319,79.15619611,5.422963037,0.581614482,9.323982137,1.12E-20,1.12E-19,Up
14205,LOC101929320,0,NA,NA,NA,NA,NA,Not Significant
14206,LOC101929321,0,NA,NA,NA,NA,NA,Not Significant
14207,LOC101929322,4.061173027,-1.413901191,1.365520586,-1.035430154,0.300468069,0.461025578,Not Significant
14208,LOC101929326,0,NA,NA,NA,NA,NA,Not Significant
14209,LOC101929341,0,NA,NA,NA,NA,NA,Not Significant
14210,LOC101929343,1.110003159,3.742751978,2.740948172,1.365495348,0.172097414,NA,Not Significant
14211,LOC101929347,0,NA,NA,NA,NA,NA,Not Significant
14212,LOC101929348,0,NA,NA,NA,NA,NA,Not Significant
14213,LOC101929356,27.71280586,-0.539873788,0.50443523,-1.070253933,0.284505024,0.442656626,Not Significant
14214,LOC101929359,0,NA,NA,NA,NA,NA,Not Significant
14215,LOC101929367,0,NA,NA,NA,NA,NA,Not Significant
14216,LOC101929372,0.667558772,-2.717785921,3.302604406,-0.82292203,0.410552334,NA,Not Significant
14217,LOC101929373,0,NA,NA,NA,NA,NA,Not Significant
14218,LOC101929380,0,NA,NA,NA,NA,NA,Not Significant
14219,LOC101929386,0,NA,NA,NA,NA,NA,Not Significant
14220,LOC101929388,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14221,LOC101929398,0,NA,NA,NA,NA,NA,Not Significant
14222,LOC101929400,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14223,LOC101929408,0,NA,NA,NA,NA,NA,Not Significant
14224,LOC101929411,0,NA,NA,NA,NA,NA,Not Significant
14225,LOC101929413,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14226,LOC101929418,0,NA,NA,NA,NA,NA,Not Significant
14227,LOC101929420,0,NA,NA,NA,NA,NA,Not Significant
14228,LOC101929427,0,NA,NA,NA,NA,NA,Not Significant
14229,LOC101929431,2.754355355,-2.091580459,1.779153898,-1.175604011,0.239753152,NA,Not Significant
14230,LOC101929432,0,NA,NA,NA,NA,NA,Not Significant
14231,LOC101929439,0,NA,NA,NA,NA,NA,Not Significant
14232,LOC101929440,0,NA,NA,NA,NA,NA,Not Significant
14233,LOC101929444,8.731973717,-0.885058849,0.912405101,-0.970028388,0.332032342,0.496732179,Not Significant
14234,LOC101929446,0,NA,NA,NA,NA,NA,Not Significant
14235,LOC101929452,0,NA,NA,NA,NA,NA,Not Significant
14236,LOC101929457,1.167934267,-1.752635607,2.606328023,-0.672453963,0.501294739,NA,Not Significant
14237,LOC101929460,0,NA,NA,NA,NA,NA,Not Significant
14238,LOC101929470,1.220328756,-1.67947188,2.571490632,-0.65311219,0.513683954,NA,Not Significant
14239,LOC101929473,0,NA,NA,NA,NA,NA,Not Significant
14240,LOC101929479,162.0717188,-0.188860876,0.212231432,-0.88988174,0.373529389,0.540762105,Not Significant
14241,LOC101929485,0,NA,NA,NA,NA,NA,Not Significant
14242,LOC101929488,0,NA,NA,NA,NA,NA,Not Significant
14243,LOC101929492,0,NA,NA,NA,NA,NA,Not Significant
14244,LOC101929494,75.09247588,-0.645291248,0.312400608,-2.06558896,0.038867308,0.084864458,Not Significant
14245,LOC101929498,0,NA,NA,NA,NA,NA,Not Significant
14246,LOC101929506,16.65878431,0.471709645,0.645630063,0.730619084,0.465011852,0.630971946,Not Significant
14247,LOC101929507,1.222560351,-0.275387367,2.316449711,-0.118883378,0.905367751,NA,Not Significant
14248,LOC101929510,0,NA,NA,NA,NA,NA,Not Significant
14249,LOC101929528,0,NA,NA,NA,NA,NA,Not Significant
14250,LOC101929532,68.59415599,-0.218169603,0.319930072,-0.681929027,0.49528383,0.658649114,Not Significant
14251,LOC101929534,0.701653198,-0.736201362,3.122229644,-0.23579347,0.813592935,NA,Not Significant
14252,LOC101929535,0,NA,NA,NA,NA,NA,Not Significant
14253,LOC101929536,0,NA,NA,NA,NA,NA,Not Significant
14254,LOC101929538,3.162705316,-0.398297533,1.465383993,-0.271804206,0.785772571,NA,Not Significant
14255,LOC101929540,14.85820119,-0.352632727,0.690803416,-0.51046755,0.609723943,0.75510974,Not Significant
14256,LOC101929547,0,NA,NA,NA,NA,NA,Not Significant
14257,LOC101929550,0,NA,NA,NA,NA,NA,Not Significant
14258,LOC101929551,0,NA,NA,NA,NA,NA,Not Significant
14259,LOC101929552,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14260,LOC101929555,3.162705316,-0.398297533,1.465383993,-0.271804206,0.785772571,NA,Not Significant
14261,LOC101929563,0,NA,NA,NA,NA,NA,Not Significant
14262,LOC101929566,1.740961806,2.751535601,2.468929078,1.114465226,0.265079655,NA,Not Significant
14263,LOC101929572,0,NA,NA,NA,NA,NA,Not Significant
14264,LOC101929577,1.387374981,-0.771216114,2.3151407,-0.333118464,0.739044862,NA,Not Significant
14265,LOC101929578,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14266,LOC101929583,6.317384482,-1.529849631,1.105668236,-1.383642562,0.166467929,0.289939711,Not Significant
14267,LOC101929586,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14268,LOC101929594,0.971256806,-1.2243598,2.770004661,-0.442006404,0.658484572,NA,Not Significant
14269,LOC101929599,2.660098225,-1.09328561,1.64797074,-0.663413241,0.507065928,NA,Not Significant
14270,LOC101929601,0,NA,NA,NA,NA,NA,Not Significant
14271,LOC101929609,97.8143558,-0.016915899,0.270603514,-0.062511749,0.950155306,0.972901657,Not Significant
14272,LOC101929613,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14273,LOC101929614,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14274,LOC101929617,0,NA,NA,NA,NA,NA,Not Significant
14275,LOC101929621,0,NA,NA,NA,NA,NA,Not Significant
14276,LOC101929622,0,NA,NA,NA,NA,NA,Not Significant
14277,LOC101929626,4.240845644,0.475063409,1.288795648,0.368610345,0.712418183,0.829491286,Not Significant
14278,LOC101929627,0,NA,NA,NA,NA,NA,Not Significant
14279,LOC101929633,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
14280,LOC101929638,3.110310827,-0.434481893,1.501656903,-0.289334996,0.772325034,NA,Not Significant
14281,LOC101929643,3.112542423,0.027140514,1.519803506,0.01785791,0.985752207,NA,Not Significant
14282,LOC101929645,0,NA,NA,NA,NA,NA,Not Significant
14283,LOC101929650,0,NA,NA,NA,NA,NA,Not Significant
14284,LOC101929653,0,NA,NA,NA,NA,NA,Not Significant
14285,LOC101929657,10.74490778,-0.510198829,0.807658897,-0.631700872,0.527582358,0.687049235,Not Significant
14286,LOC101929662,0,NA,NA,NA,NA,NA,Not Significant
14287,LOC101929667,0,NA,NA,NA,NA,NA,Not Significant
14288,LOC101929691,5.872829384,-0.457062165,1.091676626,-0.41867908,0.675450687,0.803657684,Not Significant
14289,LOC101929692,1.507958323,1.247547501,2.149139524,0.580486975,0.561586268,NA,Not Significant
14290,LOC101929698,6.042123371,-4.404637846,1.717302961,-2.564857771,0.010321811,0.026278764,Down
14291,LOC101929703,6.272216817,0.016129085,1.120915584,0.014389206,0.988519471,0.993568331,Not Significant
14292,LOC101929707,0,NA,NA,NA,NA,NA,Not Significant
14293,LOC101929710,33.14659678,-0.840672494,0.475740612,-1.767081625,0.077214559,0.153114483,Not Significant
14294,LOC101929718,179.0804128,-0.57257183,0.203453242,-2.814267421,0.004888854,0.013331825,Not Significant
14295,LOC101929719,1.94237656,0.267784766,1.877210832,0.142650341,0.886566337,NA,Not Significant
14296,LOC101929727,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
14297,LOC101929732,3.613054969,-0.719827031,1.386362266,-0.519220011,0.603607326,0.750798538,Not Significant
14298,LOC101929738,0,NA,NA,NA,NA,NA,Not Significant
14299,LOC101929748,1.039445659,1.83054979,2.725552577,0.671625198,0.501822332,NA,Not Significant
14300,LOC101929750,0.735747625,1.165414326,3.282176669,0.355073612,0.722534445,NA,Not Significant
14301,LOC101929752,0,NA,NA,NA,NA,NA,Not Significant
14302,LOC101929756,0.701653198,-0.736201362,3.122229644,-0.23579347,0.813592935,NA,Not Significant
14303,LOC101929759,3.866848045,4.001949595,1.878036239,2.130922457,0.033095531,0.073925237,Not Significant
14304,LOC101929762,2.607703737,-1.144503287,1.658413876,-0.690119218,0.490119219,NA,Not Significant
14305,LOC101929767,36.71950865,-0.545870902,0.44685372,-1.221587463,0.221863672,0.365122003,Not Significant
14306,LOC101929770,18.15439034,-0.133326303,0.625812775,-0.213045032,0.831291839,0.90653187,Not Significant
14307,LOC101929777,0,NA,NA,NA,NA,NA,Not Significant
14308,LOC101929788,1.507958323,1.247547501,2.149139524,0.580486975,0.561586268,NA,Not Significant
14309,LOC101929790,2.159585679,-0.048727283,1.799428269,-0.027079314,0.978396474,NA,Not Significant
14310,LOC101929800,5.141528783,5.9607739,1.802312344,3.30729239,0.000942025,0.002945663,Up
14311,LOC101929805,0,NA,NA,NA,NA,NA,Not Significant
14312,LOC101929814,0,NA,NA,NA,NA,NA,Not Significant
14313,LOC101929819,10.27402647,-0.420034351,0.828609988,-0.50691442,0.612214867,0.756468246,Not Significant
14314,LOC101929823,7.252299099,0.373359492,0.976804353,0.382225459,0.70229414,0.823257352,Not Significant
14315,LOC101929828,2.408657629,-0.332302291,1.68269788,-0.197481851,0.843450483,NA,Not Significant
14316,LOC101929846,3.520892383,1.131727189,1.444310513,0.783576093,0.433288888,0.599639127,Not Significant
14317,LOC101929861,0,NA,NA,NA,NA,NA,Not Significant
14318,LOC101929863,0,NA,NA,NA,NA,NA,Not Significant
14319,LOC101929894,14.24973169,0.079983618,0.702850055,0.113798978,0.909397149,0.953727164,Not Significant
14320,LOC101929898,0.934793733,-1.332306542,2.804422327,-0.475073433,0.634734634,NA,Not Significant
14321,LOC101929902,0,NA,NA,NA,NA,NA,Not Significant
14322,LOC101929908,1.186097278,-0.393004327,2.462667504,-0.15958481,0.873208145,NA,Not Significant
14323,LOC101929918,549.4507632,-0.102925872,0.120450047,-0.854510851,0.392822,0.560097143,Not Significant
14324,LOC101929935,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
14325,LOC101929937,323.566679,0.028292717,0.151996467,0.186140623,0.852334486,0.919091076,Not Significant
14326,LOC101929950,123.4303491,0.035834848,0.23965698,0.149525574,0.881138931,0.937166254,Not Significant
14327,LOC101929963,0,NA,NA,NA,NA,NA,Not Significant
14328,LOC101929964,1.654746993,-2.253982702,2.303559718,-0.978478085,0.327837925,NA,Not Significant
14329,LOC101929967,0,NA,NA,NA,NA,NA,Not Significant
14330,LOC101929974,0,NA,NA,NA,NA,NA,Not Significant
14331,LOC101929976,0,NA,NA,NA,NA,NA,Not Significant
14332,LOC101929996,0,NA,NA,NA,NA,NA,Not Significant
14333,LOC101929998,0,NA,NA,NA,NA,NA,Not Significant
14334,LOC101930026,5.032292781,-0.745089663,1.194020472,-0.624017494,0.532616096,0.691250551,Not Significant
14335,LOC101930028,0,NA,NA,NA,NA,NA,Not Significant
14336,LOC101930047,1.649210374,1.43883455,2.348582512,0.612639557,0.540114696,NA,Not Significant
14337,LOC101930048,0,NA,NA,NA,NA,NA,Not Significant
14338,LOC101930053,0,NA,NA,NA,NA,NA,Not Significant
14339,LOC101930071,26.06622206,-0.310227947,0.519524877,-0.59713781,0.550415376,0.705482199,Not Significant
14340,LOC101930091,0,NA,NA,NA,NA,NA,Not Significant
14341,LOC101930100,5.356522473,-0.504763094,1.137953416,-0.443570964,0.657352802,0.789945397,Not Significant
14342,LOC101930109,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14343,LOC101930112,35.78722061,-0.640992407,0.445858295,-1.437659486,0.150530694,0.267465216,Not Significant
14344,LOC101930129,5.79896686,0.426879556,1.086290441,0.392970001,0.694341638,0.817850324,Not Significant
14345,LOC101930149,0,NA,NA,NA,NA,NA,Not Significant
14346,LOC101930276,0,NA,NA,NA,NA,NA,Not Significant
14347,LOC101930307,105.0849979,-0.028066988,0.264664508,-0.10604742,0.915544729,0.956877007,Not Significant
14348,LOC101930420,30.66226,-0.146503419,0.496495735,-0.295074879,0.76793668,0.866122747,Not Significant
14349,LOC101930421,0,NA,NA,NA,NA,NA,Not Significant
14350,LOC101930434,0.971256806,-1.2243598,2.770004661,-0.442006404,0.658484572,NA,Not Significant
14351,LOC101930496,2.330194864,2.033273232,1.90430216,1.06772616,0.285644055,NA,Not Significant
14352,LOC101930665,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14353,LOC102467081,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14354,LOC102467216,0,NA,NA,NA,NA,NA,Not Significant
14355,LOC102467217,0,NA,NA,NA,NA,NA,Not Significant
14356,LOC102467226,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
14357,LOC102503427,4.896035959,0.758549693,1.198383267,0.632977541,0.52674831,0.686615572,Not Significant
14358,LOC102546299,0,NA,NA,NA,NA,NA,Not Significant
14359,LOC102606466,0,NA,NA,NA,NA,NA,Not Significant
14360,LOC102723305,6.684671128,-0.839515126,1.06599416,-0.787541956,0.430964678,0.597390844,Not Significant
14361,LOC102723313,45.5035181,0.653705882,0.408073498,1.601931723,0.109170709,0.205613189,Not Significant
14362,LOC102723321,0.466281069,-2.191413372,4.14518366,-0.528664964,0.597037886,NA,Not Significant
14363,LOC102723323,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
14364,LOC102723324,0.468512664,0.27385054,3.934927859,0.069594806,0.944516171,NA,Not Significant
14365,LOC102723331,0.717584614,-0.777625113,3.301464403,-0.235539451,0.813790063,NA,Not Significant
14366,LOC102723334,22.89218557,-0.28754932,0.560566888,-0.512961658,0.607978141,0.754323888,Not Significant
14367,LOC102723335,0.987188221,-1.251385526,2.757277828,-0.453848181,0.649938103,NA,Not Significant
14368,LOC102723338,0,NA,NA,NA,NA,NA,Not Significant
14369,LOC102723339,0,NA,NA,NA,NA,NA,Not Significant
14370,LOC102723340,325.2552817,-0.130211729,0.151113469,-0.861681823,0.388862631,0.556428039,Not Significant
14371,LOC102723341,0,NA,NA,NA,NA,NA,Not Significant
14372,LOC102723342,1843.499665,0.137981839,0.07026165,1.963828624,0.049549969,0.104904491,Not Significant
14373,LOC102723345,0,NA,NA,NA,NA,NA,Not Significant
14374,LOC102723347,0,NA,NA,NA,NA,NA,Not Significant
14375,LOC102723348,0,NA,NA,NA,NA,NA,Not Significant
14376,LOC102723360,562.0661445,0.669002625,0.114918616,5.821533946,5.83E-09,3.23E-08,Not Significant
14377,LOC102723364,0,NA,NA,NA,NA,NA,Not Significant
14378,LOC102723368,0,NA,NA,NA,NA,NA,Not Significant
14379,LOC102723370,0,NA,NA,NA,NA,NA,Not Significant
14380,LOC102723373,0,NA,NA,NA,NA,NA,Not Significant
14381,LOC102723376,0,NA,NA,NA,NA,NA,Not Significant
14382,LOC102723380,0.717584614,-0.777625113,3.301464403,-0.235539451,0.813790063,NA,Not Significant
14383,LOC102723381,1.186097278,-0.393004327,2.462667504,-0.15958481,0.873208145,NA,Not Significant
14384,LOC102723382,0,NA,NA,NA,NA,NA,Not Significant
14385,LOC102723389,0,NA,NA,NA,NA,NA,Not Significant
14386,LOC102723392,0,NA,NA,NA,NA,NA,Not Significant
14387,LOC102723393,2.280306072,0.028610127,1.740636336,0.016436591,0.986886088,NA,Not Significant
14388,LOC102723395,0,NA,NA,NA,NA,NA,Not Significant
14389,LOC102723396,0,NA,NA,NA,NA,NA,Not Significant
14390,LOC102723401,0,NA,NA,NA,NA,NA,Not Significant
14391,LOC102723403,0,NA,NA,NA,NA,NA,Not Significant
14392,LOC102723406,2.175654146,-1.4322241,1.92642455,-0.743462338,0.457201815,NA,Not Significant
14393,LOC102723407,0,NA,NA,NA,NA,NA,Not Significant
14394,LOC102723409,28.59271557,-1.003048557,0.509700093,-1.967919115,0.049077345,0.104008912,Not Significant
14395,LOC102723413,0,NA,NA,NA,NA,NA,Not Significant
14396,LOC102723414,0,NA,NA,NA,NA,NA,Not Significant
14397,LOC102723415,2.628235394,-1.072440206,1.679770685,-0.638444411,0.523184429,NA,Not Significant
14398,LOC102723427,0,NA,NA,NA,NA,NA,Not Significant
14399,LOC102723430,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14400,LOC102723436,2.177885741,-0.648320202,1.826572318,-0.354938152,0.722635926,NA,Not Significant
14401,LOC102723439,3.108079232,-0.927672993,1.531209498,-0.605843285,0.544618823,NA,Not Significant
14402,LOC102723444,0.48444408,0.23110302,3.888820875,0.05942753,0.952611586,NA,Not Significant
14403,LOC102723445,0,NA,NA,NA,NA,NA,Not Significant
14404,LOC102723446,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14405,LOC102723447,0,NA,NA,NA,NA,NA,Not Significant
