,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
13835,LOC101927857,0.824605187,1.414549596,3.159748284,0.447677938,0.654385646,NA,Not Significant
13836,LOC101927863,6.327642227,-0.167312299,1.046660358,-0.159853478,0.872996496,0.931762523,Not Significant
13837,LOC101927864,214.1443591,-0.144007693,0.182023844,-0.79114741,0.428857976,0.595064884,Not Significant
13838,LOC101927871,0,NA,NA,NA,NA,NA,Not Significant
13839,LOC101927872,5.358754068,-0.228447107,1.144934054,-0.199528616,0.841849261,0.912874245,Not Significant
13840,LOC101927879,1.526258385,0.340650612,2.093429381,0.162723718,0.870735972,NA,Not Significant
13841,LOC101927881,0,NA,NA,NA,NA,NA,Not Significant
13842,LOC101927882,0,NA,NA,NA,NA,NA,Not Significant
13843,LOC101927888,18.92644782,0.915637407,0.618571671,1.48024465,0.138807969,0.250241616,Not Significant
13844,LOC101927890,0,NA,NA,NA,NA,NA,Not Significant
13845,LOC101927896,0.520907153,0.386596123,3.793334225,0.101914596,0.918824465,NA,Not Significant
13846,LOC101927897,100.6849429,0.952609151,0.273534106,3.482597349,0.000496575,0.001628323,Not Significant
13847,LOC101927898,8.75276331,0.332000223,0.929180262,0.357304429,0.720863915,0.834996644,Not Significant
13848,LOC101927908,0,NA,NA,NA,NA,NA,Not Significant
13849,LOC101927911,1.136071436,-1.711686511,2.625201605,-0.652020975,0.514387641,NA,Not Significant
13850,LOC101927914,0,NA,NA,NA,NA,NA,Not Significant
13851,LOC101927915,0,NA,NA,NA,NA,NA,Not Significant
13852,LOC101927919,10.45714116,-0.611876775,0.821582175,-0.744754199,0.456420328,0.622955638,Not Significant
13853,LOC101927932,2.947727793,0.278040156,1.520699497,0.182837014,0.854925905,NA,Not Significant
13854,LOC101927935,0,NA,NA,NA,NA,NA,Not Significant
13855,LOC101927942,0,NA,NA,NA,NA,NA,Not Significant
13856,LOC101927947,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
13857,LOC101927948,0,NA,NA,NA,NA,NA,Not Significant
13858,LOC101927949,3.717706896,0.091914386,1.346137764,0.068280074,0.945562686,0.970932069,Not Significant
13859,LOC101927950,0,NA,NA,NA,NA,NA,Not Significant
13860,LOC101927952,30.46384002,0.077087997,0.477160329,0.161555754,0.871655703,0.931084177,Not Significant
13861,LOC101927954,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
13862,LOC101927960,0,NA,NA,NA,NA,NA,Not Significant
13863,LOC101927961,0,NA,NA,NA,NA,NA,Not Significant
13864,LOC101927964,1.379606766,2.362000062,2.50045913,0.944626543,0.344849571,NA,Not Significant
13865,LOC101927966,0,NA,NA,NA,NA,NA,Not Significant
13866,LOC101927967,0,NA,NA,NA,NA,NA,Not Significant
13867,LOC101927971,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
13868,LOC101927975,1.508095374,-0.618437167,2.223134965,-0.278182466,0.780872294,NA,Not Significant
13869,LOC101927993,0,NA,NA,NA,NA,NA,Not Significant
13870,LOC101927995,30.73261197,1.225328945,0.48787341,2.511571486,0.012019494,0.030053513,Up
13871,LOC101927999,31.25753492,-0.56329982,0.475787704,-1.183931017,0.236440371,0.383703784,Not Significant
13872,LOC101928002,1.27495484,-0.185103918,2.399468072,-0.077143731,0.938509205,NA,Not Significant
13873,LOC101928004,0,NA,NA,NA,NA,NA,Not Significant
13874,LOC101928007,9.095971506,-1.577678488,0.954015619,-1.653723961,0.098183612,0.187826056,Not Significant
13875,LOC101928008,1.005351232,0.297826911,2.526749361,0.11786959,0.906170989,NA,Not Significant
13876,LOC101928009,0,NA,NA,NA,NA,NA,Not Significant
13877,LOC101928012,0,NA,NA,NA,NA,NA,Not Significant
13878,LOC101928014,0,NA,NA,NA,NA,NA,Not Significant
13879,LOC101928030,0,NA,NA,NA,NA,NA,Not Significant
13880,LOC101928032,0.753910636,3.206561201,3.423307442,0.936685137,0.348920544,NA,Not Significant
13881,LOC101928034,74.28637483,3.957413738,0.427186521,9.263901231,1.97E-20,1.95E-19,Up
13882,LOC101928037,0,NA,NA,NA,NA,NA,Not Significant
13883,LOC101928039,0,NA,NA,NA,NA,NA,Not Significant
13884,LOC101928045,62.07990468,0.286785741,0.347056657,0.826336956,0.408612975,0.575910183,Not Significant
13885,LOC101928046,0,NA,NA,NA,NA,NA,Not Significant
13886,LOC101928047,1.437537874,-1.995028764,2.413115089,-0.826744142,0.408382096,NA,Not Significant
13887,LOC101928048,0,NA,NA,NA,NA,NA,Not Significant
13888,LOC101928051,1.976608038,-0.403723285,1.855901692,-0.217534844,0.827791556,NA,Not Significant
13889,LOC101928052,0,NA,NA,NA,NA,NA,Not Significant
13890,LOC101928053,12.56682188,0.406261045,0.741039146,0.548231557,0.583532917,0.735294323,Not Significant
13891,LOC101928055,823.9454182,2.177263436,0.103562349,21.023697,3.98E-98,1.49E-96,Up
13892,LOC101928059,71.71076661,-0.270370243,0.318221425,-0.849629289,0.395531223,0.562387575,Not Significant
13893,LOC101928068,5.953523745,-1.073032247,1.102585,-0.973196848,0.330455477,0.494961812,Not Significant
13894,LOC101928077,0.788142114,1.277432602,3.020382431,0.42293737,0.672340957,NA,Not Significant
13895,LOC101928080,10.2471427,2.214422391,0.910369703,2.432442978,0.014997353,0.03666365,Up
13896,LOC101928081,3.9271478,0.916590144,1.347732153,0.68009815,0.496442316,0.659360384,Not Significant
13897,LOC101928084,0,NA,NA,NA,NA,NA,Not Significant
13898,LOC101928087,0,NA,NA,NA,NA,NA,Not Significant
13899,LOC101928092,17.62167229,-1.734949378,0.688176732,-2.521081135,0.011699487,0.029370134,Down
13900,LOC101928093,1.293117851,0.950969666,2.393926768,0.397242589,0.691188579,NA,Not Significant
13901,LOC101928095,0,NA,NA,NA,NA,NA,Not Significant
13902,LOC101928096,4.673032286,-0.151668264,1.213631277,-0.124970629,0.900546803,0.948942166,Not Significant
13903,LOC101928105,2.817144641,0.090226491,1.587696156,0.056828563,0.954681761,NA,Not Significant
13904,LOC101928107,0,NA,NA,NA,NA,NA,Not Significant
13905,LOC101928119,6.039875609,-0.321132042,1.076628948,-0.298275503,0.765492899,0.864196734,Not Significant
13906,LOC101928120,1468.385291,0.030536435,0.074544704,0.409639232,0.682070613,0.808863087,Not Significant
13907,LOC101928126,2.099560027,0.415283346,1.9557993,0.212334336,0.83184621,NA,Not Significant
13908,LOC101928128,0,NA,NA,NA,NA,NA,Not Significant
13909,LOC101928131,0.466281069,-2.191413372,4.14518366,-0.528664964,0.597037886,NA,Not Significant
13910,LOC101928135,0,NA,NA,NA,NA,NA,Not Significant
13911,LOC101928143,3.631355031,-1.120876605,1.433945491,-0.781673092,0.434406719,0.600511831,Not Significant
13912,LOC101928146,6.28908461,-0.877640224,1.066964611,-0.822557951,0.410759419,0.577684013,Not Significant
13913,LOC101928152,9.744156786,-0.57458074,0.861187782,-0.667195648,0.50464717,0.666784511,Not Significant
13914,LOC101928156,96.76842779,0.257781545,0.275247998,0.936542854,0.348993759,0.515122761,Not Significant
13915,LOC101928160,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
13916,LOC101928163,4.443196775,-1.649221543,1.33085066,-1.239223598,0.215262704,0.357250127,Not Significant
13917,LOC101928166,0,NA,NA,NA,NA,NA,Not Significant
13918,LOC101928168,0,NA,NA,NA,NA,NA,Not Significant
13919,LOC101928177,0,NA,NA,NA,NA,NA,Not Significant
13920,LOC101928180,4.49228624,0.01400946,1.256225101,0.01115203,0.991102152,0.994631982,Not Significant
13921,LOC101928188,7.0033642,0.100985158,0.991169314,0.101884871,0.918848058,0.958471095,Not Significant
13922,LOC101928191,0,NA,NA,NA,NA,NA,Not Significant
13923,LOC101928193,0,NA,NA,NA,NA,NA,Not Significant
13924,LOC101928195,3.494703222,-1.184351812,1.471498412,-0.804861088,0.420899845,0.586784268,Not Significant
13925,LOC101928196,0,NA,NA,NA,NA,NA,Not Significant
13926,LOC101928201,0,NA,NA,NA,NA,NA,Not Significant
13927,LOC101928202,0,NA,NA,NA,NA,NA,Not Significant
13928,LOC101928211,0,NA,NA,NA,NA,NA,Not Significant
13929,LOC101928212,125.6272641,1.506098791,0.254246728,5.923768621,3.15E-09,1.78E-08,Up
13930,LOC101928214,9.474553179,-0.531615892,0.863988817,-0.615304135,0.538353887,0.695987733,Not Significant
13931,LOC101928215,2.476983534,-0.300036808,1.660203192,-0.180722944,0.856585049,NA,Not Significant
13932,LOC101928216,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
13933,LOC101928217,0,NA,NA,NA,NA,NA,Not Significant
13934,LOC101928219,0,NA,NA,NA,NA,NA,Not Significant
13935,LOC101928228,0,NA,NA,NA,NA,NA,Not Significant
13936,LOC101928230,0,NA,NA,NA,NA,NA,Not Significant
13937,LOC101928234,2.374563202,-0.94697188,1.71905504,-0.550867691,0.581724377,NA,Not Significant
13938,LOC101928236,117.4478201,-0.446159723,0.251444414,-1.774387092,0.075999143,0.151021784,Not Significant
13939,LOC101928237,4.008778538,-1.450973051,1.387268547,-1.045920817,0.295597593,0.455474928,Not Significant
13940,LOC101928251,0,NA,NA,NA,NA,NA,Not Significant
13941,LOC101928253,0,NA,NA,NA,NA,NA,Not Significant
13942,LOC101928254,0,NA,NA,NA,NA,NA,Not Significant
13943,LOC101928255,0,NA,NA,NA,NA,NA,Not Significant
13944,LOC101928257,0,NA,NA,NA,NA,NA,Not Significant
13945,LOC101928263,5.211965398,0.699168247,1.186516588,0.589261249,0.555686035,0.709719361,Not Significant
13946,LOC101928264,49.85880051,0.387533298,0.374458216,1.034917333,0.300707519,0.46125283,Not Significant
13947,LOC101928266,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
13948,LOC101928268,2.426957691,-0.893806574,1.707383212,-0.523494999,0.60062983,NA,Not Significant
13949,LOC101928269,0.502607091,2.622023022,4.024239976,0.651557322,0.514686787,NA,Not Significant
13950,LOC101928272,0,NA,NA,NA,NA,NA,Not Significant
13951,LOC101928273,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
13952,LOC101928274,27.39305552,-1.084210635,0.519631279,-2.086499943,0.03693336,0.081275792,Not Significant
13953,LOC101928277,0,NA,NA,NA,NA,NA,Not Significant
13954,LOC101928279,0.88476789,-3.12541189,2.978093955,-1.049467188,0.293963149,NA,Not Significant
13955,LOC101928283,0,NA,NA,NA,NA,NA,Not Significant
13956,LOC101928295,2.583867055,1.51633987,1.676191504,0.904634027,0.365659303,NA,Not Significant
13957,LOC101928306,0,NA,NA,NA,NA,NA,Not Significant
13958,LOC101928317,0.450349653,-2.147404982,3.866240571,-0.555424564,0.578604295,NA,Not Significant
13959,LOC101928326,0,NA,NA,NA,NA,NA,Not Significant
13960,LOC101928331,0.502607091,2.622023022,4.024239976,0.651557322,0.514686787,NA,Not Significant
13961,LOC101928334,29.40519407,0.086964051,0.496933822,0.175001272,0.861078634,0.924173038,Not Significant
13962,LOC101928335,0.468512664,0.27385054,3.934927859,0.069594806,0.944516171,NA,Not Significant
13963,LOC101928336,0,NA,NA,NA,NA,NA,Not Significant
13964,LOC101928338,0,NA,NA,NA,NA,NA,Not Significant
13965,LOC101928343,0,NA,NA,NA,NA,NA,Not Significant
13966,LOC101928344,18.29274171,-0.304640156,0.618546783,-0.492509482,0.622359221,0.763880536,Not Significant
13967,LOC101928347,0,NA,NA,NA,NA,NA,Not Significant
13968,LOC101928350,0,NA,NA,NA,NA,NA,Not Significant
13969,LOC101928351,4.202150975,0.100514195,1.272522096,0.078988172,0.937042031,0.967859946,Not Significant
13970,LOC101928352,58.76591508,-0.289489057,0.35470503,-0.816140265,0.414419917,0.580860094,Not Significant
13971,LOC101928354,0,NA,NA,NA,NA,NA,Not Significant
13972,LOC101928357,0,NA,NA,NA,NA,NA,Not Significant
13973,LOC101928359,0,NA,NA,NA,NA,NA,Not Significant
13974,LOC101928361,0,NA,NA,NA,NA,NA,Not Significant
13975,LOC101928362,0,NA,NA,NA,NA,NA,Not Significant
13976,LOC101928368,0,NA,NA,NA,NA,NA,Not Significant
13977,LOC101928369,7.480718508,-1.602798458,1.059667557,-1.512548391,0.130394412,0.237823274,Not Significant
13978,LOC101928371,180.04604,0.917639216,0.20326409,4.514517132,6.35E-06,2.66E-05,Not Significant
13979,LOC101928372,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
13980,LOC101928373,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
13981,LOC101928380,0,NA,NA,NA,NA,NA,Not Significant
13982,LOC101928381,5.53740557,-1.178367465,1.163326044,-1.01292967,0.311093755,0.472678127,Not Significant
13983,LOC101928383,0.900699306,-3.147409635,2.934501677,-1.07255336,0.28347156,NA,Not Significant
13984,LOC101928384,0,NA,NA,NA,NA,NA,Not Significant
13985,LOC101928385,0,NA,NA,NA,NA,NA,Not Significant
13986,LOC101928386,1.793493346,0.702368841,1.939042165,0.362224635,0.717184171,NA,Not Significant
13987,LOC101928387,37.74519663,1.349002259,0.452740333,2.97963791,0.002885893,0.008265183,Up
13988,LOC101928389,0,NA,NA,NA,NA,NA,Not Significant
13989,LOC101928391,3.31158853,-0.590753418,1.472627778,-0.401155966,0.688305299,0.813616362,Not Significant
13990,LOC101928392,0,NA,NA,NA,NA,NA,Not Significant
13991,LOC101928398,0,NA,NA,NA,NA,NA,Not Significant
13992,LOC101928401,0,NA,NA,NA,NA,NA,Not Significant
13993,LOC101928409,3.610823374,-1.174066937,1.427145022,-0.822668277,0.41069666,0.577638805,Not Significant
13994,LOC101928415,37.81791334,-0.239254016,0.444512003,-0.538239721,0.590411561,0.741571384,Not Significant
13995,LOC101928416,0,NA,NA,NA,NA,NA,Not Significant
13996,LOC101928417,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
13997,LOC101928419,137.7770331,0.329765782,0.227866909,1.447185914,0.147844861,0.263462111,Not Significant
13998,LOC101928421,46.20232974,0.155088088,0.393149085,0.394476533,0.693229249,0.817031012,Not Significant
13999,LOC101928437,0,NA,NA,NA,NA,NA,Not Significant
14000,LOC101928438,0.754047687,-0.644701884,3.05208624,-0.211233181,0.83270532,NA,Not Significant
14001,LOC101928441,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14002,LOC101928446,6.816944484,1.495840338,1.065184711,1.404301359,0.16022913,0.281228206,Not Significant
14003,LOC101928447,0,NA,NA,NA,NA,NA,Not Significant
14004,LOC101928450,38.43299289,-0.766231038,0.443443267,-1.727912215,0.084003964,0.164853861,Not Significant
14005,LOC101928451,221.3382874,0.190794698,0.184998048,1.031333574,0.302384419,0.463099774,Not Significant
14006,LOC101928453,1.293117851,0.950969666,2.393926768,0.397242589,0.691188579,NA,Not Significant
14007,LOC101928462,2.243842999,-0.031558858,1.726361347,-0.018280564,0.985415033,NA,Not Significant
14008,LOC101928463,0,NA,NA,NA,NA,NA,Not Significant
14009,LOC101928466,8.094809361,-0.614419682,0.953443206,-0.6444219,0.519301887,0.680429723,Not Significant
14010,LOC101928472,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14011,LOC101928473,0,NA,NA,NA,NA,NA,Not Significant
14012,LOC101928474,0,NA,NA,NA,NA,NA,Not Significant
14013,LOC101928475,0,NA,NA,NA,NA,NA,Not Significant
14014,LOC101928487,47.97656113,1.053114877,0.399187457,2.638146213,0.008336063,0.021661595,Up
14015,LOC101928491,2.008333818,0.937870298,1.98500462,0.47247764,0.636585898,NA,Not Significant
14016,LOC101928495,0,NA,NA,NA,NA,NA,Not Significant
14017,LOC101928499,0,NA,NA,NA,NA,NA,Not Significant
14018,LOC101928502,0,NA,NA,NA,NA,NA,Not Significant
14019,LOC101928505,1.921981954,-1.302270879,1.950633533,-0.66761432,0.504379815,NA,Not Significant
14020,LOC101928510,0.667558772,-2.717785921,3.302604406,-0.82292203,0.410552334,NA,Not Significant
14021,LOC101928512,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
14022,LOC101928516,0.555001579,2.742716084,3.581333669,0.765836512,0.443773586,NA,Not Significant
14023,LOC101928517,0,NA,NA,NA,NA,NA,Not Significant
14024,LOC101928519,0,NA,NA,NA,NA,NA,Not Significant
14025,LOC101928523,0,NA,NA,NA,NA,NA,Not Significant
14026,LOC101928525,640.9203761,0.032674004,0.1071996,0.304795946,0.760521569,0.860540988,Not Significant
14027,LOC101928526,0,NA,NA,NA,NA,NA,Not Significant
14028,LOC101928529,1.220328756,-1.67947188,2.571490632,-0.65311219,0.513683954,NA,Not Significant
14029,LOC101928532,0,NA,NA,NA,NA,NA,Not Significant
14030,LOC101928535,0,NA,NA,NA,NA,NA,Not Significant
14031,LOC101928540,1.204260289,0.77855082,2.47102592,0.315071895,0.752707067,NA,Not Significant
14032,LOC101928543,0,NA,NA,NA,NA,NA,Not Significant
14033,LOC101928548,0,NA,NA,NA,NA,NA,Not Significant
14034,LOC101928551,0,NA,NA,NA,NA,NA,Not Significant
14035,LOC101928553,0,NA,NA,NA,NA,NA,Not Significant
14036,LOC101928554,14.63658129,6.006877252,1.563722155,3.841396782,0.000122336,0.000439748,Up
14037,LOC101928556,12.57695874,0.007149223,0.741935091,0.009635915,0.992311771,0.995318617,Not Significant
14038,LOC101928557,1.023514243,1.859624386,2.738784306,0.678996291,0.497140212,NA,Not Significant
14039,LOC101928561,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14040,LOC101928563,0,NA,NA,NA,NA,NA,Not Significant
14041,LOC101928565,0,NA,NA,NA,NA,NA,Not Significant
14042,LOC101928570,9.150323488,-0.664519445,0.878564347,-0.756369693,0.449427574,0.615414723,Not Significant
14043,LOC101928572,0,NA,NA,NA,NA,NA,Not Significant
14044,LOC101928573,0,NA,NA,NA,NA,NA,Not Significant
14045,LOC101928576,5.929807948,2.950758434,1.278620784,2.307766674,0.021012117,0.049451994,Up
14046,LOC101928582,0,NA,NA,NA,NA,NA,Not Significant
14047,LOC101928589,497.6980065,-0.283053937,0.124443011,-2.274566761,0.022931932,0.053430439,Not Significant
14048,LOC101928592,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14049,LOC101928596,0,NA,NA,NA,NA,NA,Not Significant
14050,LOC101928608,0,NA,NA,NA,NA,NA,Not Significant
14051,LOC101928618,0,NA,NA,NA,NA,NA,Not Significant
14052,LOC101928622,0,NA,NA,NA,NA,NA,Not Significant
14053,LOC101928626,0,NA,NA,NA,NA,NA,Not Significant
14054,LOC101928627,0,NA,NA,NA,NA,NA,Not Significant
14055,LOC101928628,0,NA,NA,NA,NA,NA,Not Significant
14056,LOC101928631,15.90804165,0.100491876,0.663109985,0.151546317,0.879544777,0.936156758,Not Significant
14057,LOC101928636,0.753910636,3.206561201,3.423307442,0.936685137,0.348920544,NA,Not Significant
14058,LOC101928651,0,NA,NA,NA,NA,NA,Not Significant
14059,LOC101928658,1.186097278,-0.393004327,2.462667504,-0.15958481,0.873208145,NA,Not Significant
14060,LOC101928663,0.536838568,0.344151637,3.754458518,0.091664786,0.926964376,NA,Not Significant
14061,LOC101928669,7.686717336,0.185940245,0.944413717,0.196884312,0.84391807,0.914416613,Not Significant
14062,LOC101928682,0,NA,NA,NA,NA,NA,Not Significant
14063,LOC101928688,0,NA,NA,NA,NA,NA,Not Significant
14064,LOC101928692,5.137081759,-0.696704614,1.175509098,-0.592683303,0.553393118,0.70803698,Not Significant
14065,LOC101928697,0,NA,NA,NA,NA,NA,Not Significant
14066,LOC101928701,0,NA,NA,NA,NA,NA,Not Significant
14067,LOC101928705,16.02492498,0.22677834,0.665705249,0.340658783,0.733360471,0.842961227,Not Significant
14068,LOC101928708,0,NA,NA,NA,NA,NA,Not Significant
14069,LOC101928711,0,NA,NA,NA,NA,NA,Not Significant
14070,LOC101928718,14.54514564,-1.029330785,0.749653399,-1.373075592,0.169728848,0.294667271,Not Significant
14071,LOC101928721,0,NA,NA,NA,NA,NA,Not Significant
14072,LOC101928722,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14073,LOC101928728,22.77056495,-0.270424829,0.56297099,-0.480353045,0.630976376,0.769769965,Not Significant
14074,LOC101928730,0,NA,NA,NA,NA,NA,Not Significant
14075,LOC101928733,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14076,LOC101928735,0,NA,NA,NA,NA,NA,Not Significant
14077,LOC101928743,0,NA,NA,NA,NA,NA,Not Significant
14078,LOC101928748,0,NA,NA,NA,NA,NA,Not Significant
14079,LOC101928760,0,NA,NA,NA,NA,NA,Not Significant
14080,LOC101928762,75.75550689,1.08329844,0.310363134,3.490422417,0.000482258,0.001585785,Up
14081,LOC101928764,15.0530059,0.317005863,0.698566504,0.453794824,0.64997651,0.784227956,Not Significant
14082,LOC101928768,3.055684743,-0.974840205,1.627238416,-0.599076445,0.549121909,NA,Not Significant
14083,LOC101928775,0,NA,NA,NA,NA,NA,Not Significant
14084,LOC101928782,0,NA,NA,NA,NA,NA,Not Significant
14085,LOC101928786,0,NA,NA,NA,NA,NA,Not Significant
14086,LOC101928796,2.48935199,-1.921022298,1.874471769,-1.024833945,0.305441546,NA,Not Significant
14087,LOC101928797,0,NA,NA,NA,NA,NA,Not Significant
14088,LOC101928804,0,NA,NA,NA,NA,NA,Not Significant
14089,LOC101928807,0,NA,NA,NA,NA,NA,Not Significant
14090,LOC101928808,0,NA,NA,NA,NA,NA,Not Significant
14091,LOC101928816,8.296602936,2.082203244,0.989686621,2.103901579,0.035387033,0.078320533,Not Significant
14092,LOC101928817,0.911094102,3.440114687,3.202844833,1.074080971,0.282786393,NA,Not Significant
14093,LOC101928819,0,NA,NA,NA,NA,NA,Not Significant
14094,LOC101928824,7.29416174,0.045011728,1.00431887,0.044818164,0.964252247,0.979884278,Not Significant
14095,LOC101928832,0,NA,NA,NA,NA,NA,Not Significant
14096,LOC101928833,0,NA,NA,NA,NA,NA,Not Significant
14097,LOC101928834,0,NA,NA,NA,NA,NA,Not Significant
14098,LOC101928841,0.701653198,-0.736201362,3.122229644,-0.23579347,0.813592935,NA,Not Significant
14099,LOC101928842,1.075908732,1.929567185,2.701364607,0.714293502,0.475045709,NA,Not Significant
14100,LOC101928844,0,NA,NA,NA,NA,NA,Not Significant
14101,LOC101928847,0,NA,NA,NA,NA,NA,Not Significant
14102,LOC101928849,0,NA,NA,NA,NA,NA,Not Significant
14103,LOC101928850,0,NA,NA,NA,NA,NA,Not Significant
14104,LOC101928855,0.769979103,-0.678620901,3.223491676,-0.210523547,0.833259076,NA,Not Significant
14105,LOC101928859,0,NA,NA,NA,NA,NA,Not Significant
14106,LOC101928861,0,NA,NA,NA,NA,NA,Not Significant
14107,LOC101928863,0,NA,NA,NA,NA,NA,Not Significant
14108,LOC101928864,119.9369373,-0.091597706,0.248573525,-0.36849341,0.712505358,0.829541596,Not Significant
14109,LOC101928866,0,NA,NA,NA,NA,NA,Not Significant
14110,LOC101928868,14.68783377,1.162877478,0.715468586,1.625336878,0.104090798,0.197365609,Not Significant
14111,LOC101928875,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14112,LOC101928881,0,NA,NA,NA,NA,NA,Not Significant
14113,LOC101928882,23.40242383,-0.260252914,0.550426096,-0.472820813,0.636341024,0.773812995,Not Significant
14114,LOC101928893,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
14115,LOC101928894,0,NA,NA,NA,NA,NA,Not Significant
14116,LOC101928896,0.502607091,2.622023022,4.024239976,0.651557322,0.514686787,NA,Not Significant
14117,LOC101928902,0,NA,NA,NA,NA,NA,Not Significant
14118,LOC101928906,1.152002851,-1.731990562,2.591083662,-0.668442547,0.503851144,NA,Not Significant
14119,LOC101928911,0,NA,NA,NA,NA,NA,Not Significant
14120,LOC101928912,0,NA,NA,NA,NA,NA,Not Significant
14121,LOC101928923,0.701653198,-0.736201362,3.122229644,-0.23579347,0.813592935,NA,Not Significant
14122,LOC101928924,0,NA,NA,NA,NA,NA,Not Significant
14123,LOC101928929,0,NA,NA,NA,NA,NA,Not Significant
14124,LOC101928932,0,NA,NA,NA,NA,NA,Not Significant
14125,LOC101928933,9.382511478,1.681192629,0.909712289,1.848048718,0.064595295,0.131568204,Not Significant
14126,LOC101928936,0,NA,NA,NA,NA,NA,Not Significant
14127,LOC101928937,0,NA,NA,NA,NA,NA,Not Significant
14128,LOC101928940,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14129,LOC101928953,237.0951543,0.04608898,0.176880684,0.260565366,0.794427701,0.88298788,Not Significant
14130,LOC101928957,0,NA,NA,NA,NA,NA,Not Significant
14131,LOC101928961,0,NA,NA,NA,NA,NA,Not Significant
14132,LOC101928972,0,NA,NA,NA,NA,NA,Not Significant
14133,LOC101928977,0,NA,NA,NA,NA,NA,Not Significant
14134,LOC101928985,0,NA,NA,NA,NA,NA,Not Significant
14135,LOC101928988,18.63205499,3.43407489,0.77503703,4.430852665,9.39E-06,3.86E-05,Up
14136,LOC101928994,0,NA,NA,NA,NA,NA,Not Significant
14137,LOC101929003,22.38908259,-0.8032752,0.582016189,-1.380159548,0.167537526,0.291587311,Not Significant
14138,LOC101929004,0.717584614,-0.777625113,3.301464403,-0.235539451,0.813790063,NA,Not Significant
14139,LOC101929007,0,NA,NA,NA,NA,NA,Not Significant
14140,LOC101929014,0.555001579,2.742716084,3.581333669,0.765836512,0.443773586,NA,Not Significant
14141,LOC101929018,8.412465152,0.549839592,0.924680164,0.594626784,0.552092973,0.707044744,Not Significant
14142,LOC101929021,0,NA,NA,NA,NA,NA,Not Significant
14143,LOC101929022,0,NA,NA,NA,NA,NA,Not Significant
14144,LOC101929028,86.86193518,-0.639262893,0.287895497,-2.220468535,0.026386979,0.060523891,Not Significant
14145,LOC101929031,0,NA,NA,NA,NA,NA,Not Significant
14146,LOC101929048,0,NA,NA,NA,NA,NA,Not Significant
14147,LOC101929050,0,NA,NA,NA,NA,NA,Not Significant
14148,LOC101929073,0,NA,NA,NA,NA,NA,Not Significant
14149,LOC101929088,0,NA,NA,NA,NA,NA,Not Significant
14150,LOC101929098,1.324980682,0.883878204,2.373029986,0.372468199,0.709544285,NA,Not Significant
14151,LOC101929106,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14152,LOC101929107,5.062945133,1.486197912,1.222801101,1.21540446,0.224211868,0.367831452,Not Significant
14153,LOC101929109,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
14154,LOC101929114,0,NA,NA,NA,NA,NA,Not Significant
14155,LOC101929116,0,NA,NA,NA,NA,NA,Not Significant
14156,LOC101929124,0,NA,NA,NA,NA,NA,Not Significant
14157,LOC101929128,0,NA,NA,NA,NA,NA,Not Significant
14158,LOC101929129,0,NA,NA,NA,NA,NA,Not Significant
14159,LOC101929130,0,NA,NA,NA,NA,NA,Not Significant
14160,LOC101929140,13.41291127,-1.148252181,0.743913124,-1.543529942,0.122702248,0.226243137,Not Significant
14161,LOC101929141,2.856775687,-1.327302175,1.61882486,-0.819917094,0.412263371,NA,Not Significant
14162,LOC101929142,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
14163,LOC101929148,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
14164,LOC101929154,0,NA,NA,NA,NA,NA,Not Significant
14165,LOC101929160,143.5410539,0.487304553,0.234580542,2.077344306,0.037769793,0.082807396,Not Significant
14166,LOC101929161,0,NA,NA,NA,NA,NA,Not Significant
